SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,sales_date,TransactionNumber
3308268,2,3981,1,2,0.0,0,2018-02-15,6MST5ZFF2E7LCKZRS9A6
328661,2,4012,1,2,0.1,0,2018-03-09,VEWQF54WEGK49DG7NM9T
5947457,2,4013,1,2,0.0,0,2018-02-27,O3695U4JFTXXSQM5N929
739625,17,4109,1,2,0.0,0,2018-03-10,0EMIU8UZ2LBRP9KQU5QK
6184570,17,4192,1,2,0.0,0,2018-01-28,HYVSEQEUH629BGGMYSQQ
1982413,18,4359,1,2,0.0,0,2018-02-07,O38ZU3B2MJTBITUXAU1S
4622435,2,4841,1,2,0.0,0,2018-02-23,65CV5WCRDW9WPXJJTMV8
6448188,10,5046,1,2,0.2,0,2018-01-24,YX2KQWEMDYA1OIDVYYDR
6006498,3,5375,1,2,0.0,0,2018-03-27,HU86OTM7N24F1PAJHWCU
1320342,18,5550,1,2,0.0,0,2018-05-02,M618MEHV8XL67KIATOFU
646371,10,5756,1,2,0.0,0,2018-04-28,MPH7C9DODYTD31WOTBE1
3303804,10,5785,1,2,0.0,0,2018-05-07,DT3CPUK0C5T7MPB9SY3L
1563954,18,5844,1,2,0.0,0,2018-04-12,2EFLZ8FRKZT78RGJ3FAD
5983042,3,5869,1,2,0.0,0,2018-01-27,SW0PLMUO9JX2U1KOHS7N
5453138,18,6141,1,2,0.2,0,2018-03-25,UXKCAFURGXZDOZL84VHS
1091071,18,6397,1,2,0.0,0,2018-04-07,QHVTK7AMHEITTADF5ZPW
1782566,3,6641,1,2,0.0,0,2018-03-31,YIR6A191AVSJORMJ3GGE
3143138,11,6742,1,2,0.0,0,2018-05-04,4G0R1WVH7GYQ8LVANX64
3017038,11,6860,1,2,0.0,0,2018-03-17,ZQPN51KY6LDF2258YUDW
5525647,3,7105,1,2,0.2,0,2018-04-15,3NEH48CLGGM858EVH5JV
4215147,3,7190,1,2,0.0,0,2018-04-28,TKOWCFLYZ8SWXNAP7DC2
5060103,11,7195,1,2,0.0,0,2018-02-01,JKUNPFEH7BSCU4YGJP0T
380549,11,7302,1,2,0.1,0,2018-01-05,9IWLVTZCBR5SLTANKJ1B
1802817,3,7361,1,2,0.2,0,2018-03-13,NGGTZOLAV7UIBNK2LGDW
5183807,11,7413,1,2,0.0,0,2018-04-18,4JEDPB0J5484UFWHJIA5
2741558,3,7684,1,2,0.0,0,2018-03-22,707KQA3Y976V9JCT2JGV
4789338,11,8091,1,3,0.0,0,2018-01-09,JWOZ50ZQDYDA2RYLPPUF
4780211,4,8314,1,3,0.0,0,2018-02-20,KEIHB2PKHPRENEXYEC42
4121582,4,8427,1,3,0.0,0,2018-05-06,PO2UFRIO2H0B4KLJZLQ9
138875,19,8444,1,3,0.0,0,2018-03-21,QF3YFD7CV4N1CDYZP5OV
3457646,11,8457,1,3,0.0,0,2018-01-10,GU8EKZY106GKLZYYAD2J
4033111,4,8672,1,3,0.1,0,2018-01-06,LS2VFO79HEPTWR9KG2DD
1318391,19,8683,1,3,0.0,0,2018-01-06,6L9QHCJIP727KX7RVLSG
134482,12,8724,1,3,0.2,0,2018-01-04,C1E2TENDVV9NO7NHKHYU
22907,4,8789,1,3,0.0,0,2018-03-06,6TIV88SU4R23COYUEJID
3233652,19,8856,1,3,0.0,0,2018-01-27,WY2TZ9YXXZZR6TUU3BI3
3821508,19,8908,1,3,0.1,0,2018-02-25,F6HVR02JJ6FPTA44VTBC
6498756,4,8962,1,3,0.0,0,2018-01-30,06XDF7OO4WW6TIZ1V2N0
6307703,12,9217,1,3,0.0,0,2018-02-01,1XIQZFAQ8ME29XCZCQ3K
2657179,4,9488,1,3,0.0,0,2018-01-31,K7ZD684K06GNTM13IYB3
855418,4,9574,1,3,0.0,0,2018-03-09,A4MT47O8M52SJ93T315G
5248335,12,9598,1,3,0.0,0,2018-04-09,BX914Q007OS19B3Z07E9
2276549,12,9607,1,3,0.0,0,2018-01-27,OFW7RDSBK4AFM97HUKS8
4464186,4,9642,1,3,0.0,0,2018-03-06,15TCO9Z7491VBCCJC7V5
3142069,12,9704,1,3,0.0,0,2018-03-08,AXBHXYMFGQ0NHR7Z99VH
3915505,4,9717,1,3,0.2,0,2018-02-24,SDU5RQB95QZQ9SAN2J4U
930766,20,10023,1,3,0.1,0,2018-03-12,N2T7E6S4VTIUNUNJVNC6
5376082,12,10033,1,3,0.0,0,2018-04-02,GOZNEP8B4B6LT2F1JV7J
981695,4,10267,1,3,0.0,0,2018-03-17,N46U2L2ANXWF7QERY6HO
4118347,12,10318,1,3,0.0,0,2018-03-01,GV6IYP7GI2BW96DUEWSJ
433140,20,10554,1,3,0.0,0,2018-02-25,VP2JDPMIOL70723HVQYX
6395405,20,10683,1,3,0.0,0,2018-01-10,CW2FU8CF3DUANZIY1F7B
1451314,20,10902,1,3,0.0,0,2018-04-10,ORTUS84K1RKJV25JZKS8
6748053,12,10966,1,3,0.0,0,2018-01-02,ZV0EW77D5IV6SHLVTNSI
799186,20,11209,1,3,0.0,0,2018-04-17,6AZ0P36YQ7NAKHDWT3SC
4239348,20,11284,1,3,0.2,0,2018-02-23,K4Y23J3F1UIFAWS80OCK
3421082,5,11602,1,3,0.0,0,2018-01-02,6UF6JJU5R4QTPEL6HMRE
6640943,13,11639,1,3,0.2,0,2018-01-07,DNB0QTR6JTXKLEV0UHO9
2388836,5,11772,1,3,0.0,0,2018-03-29,LORQVZCKC3JTDJ990RCZ
596131,20,11873,1,4,0.0,0,2018-01-21,97HFC90A6LZU46V9BWG5
1899756,13,11906,1,4,0.0,0,2018-04-29,O2MZ3N503QAQW1YC2AXY
5147074,20,11954,1,4,0.0,0,2018-03-09,D2D9KT7R5F043C1DXWGA
1589375,13,12001,1,4,0.0,0,2018-03-19,T4KPNP8ZB2W4HS5B1NXR
5863025,5,12169,1,4,0.0,0,2018-03-15,5QZLIOT05NMUNX7JE019
12571,5,12197,1,4,0.2,0,2018-01-12,331PCP859EDE2VRT9GQC
194320,21,12223,1,4,0.1,0,2018-04-12,5NLJV9VUECYH3CR9NH2C
582328,21,12333,1,4,0.0,0,2018-03-27,N56UON2JH7SICCND7G0B
6384520,13,12557,1,4,0.0,0,2018-04-02,DM4DRPPGDNW8LIDN83L7
5487886,21,12891,1,4,0.0,0,2018-01-02,XQJY9GZBTXD3NTY6AUMO
3310361,6,13020,1,4,0.0,0,2018-03-24,QFFBCNBZQJQ6KNW83OVB
5196192,13,13393,1,4,0.0,0,2018-05-02,BYRR4FZIEUDL7E27Z27B
485289,6,13447,1,4,0.0,0,2018-05-01,NK85M1Z79IZF2UI2RU1N
1522688,13,13494,1,4,0.0,0,2018-04-02,1HKKMVULTFNU27OTU0WG
942882,6,13549,1,4,0.0,0,2018-04-03,ZI5A60XKA26INBNF2JUN
3366620,13,13758,1,4,0.0,0,2018-03-07,1DI7ZX7NPCJRXNNPMB6D
2257687,14,13948,1,4,0.1,0,2018-03-12,3R2B45ISU1TVAN2P6BQI
5156708,6,14070,1,4,0.0,0,2018-02-18,6MCH0OA51TTFR0THY490
304268,21,14428,1,4,0.2,0,2018-02-09,L8IQ9ZMYI5XB9LK3GS7I
3084759,21,14549,1,4,0.0,0,2018-04-10,HEOSYGTEOHIULM82AWPA
6373418,6,15175,1,4,0.0,0,2018-04-01,D88ZGOW5FWFDXSWCZM66
3019344,22,15724,1,4,0.0,0,2018-05-04,W4TL6LH28M4W4STYHK5R
5097705,14,15870,1,5,0.0,0,2018-02-01,V91ESXDU8F847AM7PJWI
2537866,22,16114,1,5,0.0,0,2018-01-02,X8KO3X1O6EPB5QID5DV4
6337867,7,16179,1,5,0.0,0,2018-01-27,ND2T84LAR0ES1W5OFYCC
5493091,22,16185,1,5,0.0,0,2018-01-05,FATKTRYXEBUSG3TO8KSQ
3312764,22,16259,1,5,0.0,0,2018-02-24,AORBS4N99XLM74S7BUIO
120194,14,16262,1,5,0.0,0,2018-01-15,9SOD8K9ZP6XMTZ33OH9J
4554521,15,16580,1,5,0.2,0,2018-04-23,1IATYDQ47VX1IQLQTWGS
3888406,15,16595,1,5,0.2,0,2018-05-01,EAC9S9HNO5AM11YLTEFC
6558218,15,16676,1,5,0.0,0,2018-02-24,SRQ1HTM2OOILJE1A4JPC
1899611,7,16742,1,5,0.0,0,2018-03-28,LH4LLQGZWBCXA7ICRYPH
5002438,22,16801,1,5,0.0,0,2018-02-07,VR4G97CM1ALICDPG9H33
6247982,7,16822,1,5,0.0,0,2018-03-11,GYEL9JL7SE401XZOOEY9
76714,7,16844,1,5,0.0,0,2018-01-06,T18JNWZU0X9XKLUV7MFK
5612613,15,17344,1,5,0.0,0,2018-04-23,SAU367B2X1AKFGD522N8
4799892,15,17500,1,5,0.0,0,2018-02-12,Y85K8JLM42W5JG2PDMB3
5335702,7,17510,1,5,0.0,0,2018-03-04,5G5ELS8T0Q9Q02RV1X0M
3616756,23,17526,1,5,0.0,0,2018-03-05,D00644HZBJFZ4ZQ9UDLA
5584203,15,17836,1,5,0.1,0,2018-03-26,LJIKNW7QHHMI68GVZ131
5180776,7,18009,1,5,0.0,0,2018-02-10,OAFPDJBS64V9W86N7GGR
6521013,23,18049,1,5,0.0,0,2018-04-26,ET5CENABY9NOR18J845F
805624,15,18200,1,5,0.0,0,2018-02-18,G2R4WPDC1LCFNW88MNFL
2724740,8,18244,1,5,0.2,0,2018-04-22,O81I1PODN118IOHFCG02
5324970,15,18621,1,5,0.0,0,2018-04-24,6ZNASKBNMG51VPPS6HZB
857913,23,18622,1,5,0.1,0,2018-03-28,DGVDUFZI5B7RKETSR7TI
631673,8,18623,1,5,0.0,0,2018-04-27,RWMXL274J0XE4HD4S87A
4423568,8,18737,1,5,0.0,0,2018-01-22,S4TO6HKBIWDNF1WBN3Y6
2574296,8,19145,1,5,0.0,0,2018-03-04,2D2EFTURMUU1UHM7EAB1
4404410,16,19612,1,5,0.0,0,2018-02-22,J8D7Y33P9OVOKWXQ0GFL
393684,16,20297,1,6,0.0,0,2018-03-08,FPFQUITWXDS3Y1IJYGM6
1829397,16,20327,1,6,0.0,0,2018-01-13,DRSBFMQRQNB7O90T5OS1
2038123,8,20452,1,6,0.0,0,2018-04-30,VF5OK1D5XPKFJLEGBEUS
5441002,16,20650,1,6,0.0,0,2018-04-23,6DRT7T1TC7R98LK3FW0T
1243599,1,20814,1,6,0.0,0,2018-03-28,WBBGCHTV5R9D2PL0H0HY
2877598,16,21054,1,6,0.0,0,2018-03-24,KPLHONJG7ZMHRHGKP72R
5429361,16,21129,1,6,0.0,0,2018-05-05,S7EXYVMIFOP50TOJ2I99
3893536,16,21158,1,6,0.0,0,2018-04-03,O874BP5J7S17RMZ0YM8R
1755870,9,21163,1,6,0.0,0,2018-03-13,F9AR00A5BIB9J8OZZK0Y
806073,1,21206,1,6,0.0,0,2018-04-13,CFFIL2ZX8GV2IPLVFFUQ
2563942,16,21462,1,6,0.0,0,2018-01-18,2EJX2JWV1P38U0AZKCR6
6565069,1,21548,1,6,0.1,0,2018-02-08,CKL81PKSWQOGDXDV4G99
1216746,17,21651,1,6,0.2,0,2018-01-29,XU5HOIY66TL2VQKP3U6A
1441068,1,21690,1,6,0.0,0,2018-01-19,FS8UE1K9YD56HB89BHHO
5133295,1,21772,1,6,0.0,0,2018-02-14,ZXQS7N5EXVQKONX81VSA
6655267,9,21939,1,6,0.2,0,2018-04-09,22VW9JOXQ6DPW5Y93A4U
443744,1,22043,1,6,0.0,0,2018-04-20,CY01V3WNATLHVS8OZT59
1767558,17,22054,1,6,0.0,0,2018-04-07,CKHUZQQ4KUFPJU6KZ1G7
233147,17,22073,1,6,0.0,0,2018-02-09,G2Y1EYW7UG3L3ZJ7MVXD
6204736,9,22118,1,6,0.0,0,2018-04-20,E9AFTNEM6MZXDV188YDY
1021191,1,22239,1,6,0.0,0,2018-03-11,WP5DOG3WOT2EJGXMSGQS
254503,9,22405,1,6,0.0,0,2018-01-08,BUOU6D9D1U7I65GFMJWS
5532700,17,22595,1,6,0.0,0,2018-01-18,4VQ45GPT0CYZEA82DNM5
2221076,9,22658,1,6,0.0,0,2018-01-06,17WM7IZJWXBA5JI52MAO
5797382,2,22827,1,6,0.1,0,2018-03-17,4O314CXXW1OP7EYEP0WK
2748319,2,23097,1,6,0.0,0,2018-04-02,Y7S18FW1S9TIC7C8M03E
5358779,2,23204,1,6,0.1,0,2018-03-24,FK0Z7H2VTD9VV8QS8Q97
217437,10,23300,1,6,0.2,0,2018-01-24,GL2JQJ7L7J3OBRKGW0NV
3000520,2,23343,1,6,0.0,0,2018-02-26,TBQ3Q3IFFEWF75JU38FS
2339859,17,23382,1,6,0.1,0,2018-03-27,YXX3MDZ4W9PCXLN5JPF4
5079822,10,23730,1,7,0.2,0,2018-04-21,V2Z6PGUQW2MJ2BUPE42E
3695378,2,23775,1,7,0.1,0,2018-04-14,1WDEIJ6X39TXCPDJLPOZ
5792955,17,24012,1,7,0.2,0,2018-05-02,LJQ19U9VEXL6NGPY918C
5743826,2,24190,1,7,0.0,0,2018-03-19,NAXDCCTLD33Y43FGCAAO
4771490,2,24383,1,7,0.0,0,2018-01-19,TF4OFBJ7IBGPHTPI6LNC
4537146,2,24408,1,7,0.0,0,2018-01-01,HXP3CDHJRNXWBDYOLCV7
1321809,18,24566,1,7,0.0,0,2018-02-11,4GJL0EQ764MZNW9I7ZMM
4815618,10,24771,1,7,0.0,0,2018-04-10,0KSQFENDSJBFI40KGM08
6360414,2,24875,1,7,0.0,0,2018-04-12,EL74GCNQREOPFZ4VZ6NF
6522654,3,25002,1,7,0.0,0,2018-03-18,G7CABT9P236R1Y4OA56V
281444,18,25070,1,7,0.0,0,2018-02-27,YW5D8PR02DS8CGHJN13Y
2431000,3,25303,1,7,0.1,0,2018-05-01,IQ5P4E26XA2DSIXGFQV3
3871942,10,25463,1,7,0.0,0,2018-01-04,GTHVMT3BCTK1BFIZPWGV
6615911,3,25466,1,7,0.0,0,2018-02-23,PW9U3L0DLJ4M65WRBI0U
847299,3,25605,1,7,0.0,0,2018-01-31,6P0Q9Z404E35VG5X38AI
3376185,3,25857,1,7,0.0,0,2018-01-24,P342LQ4LV5PSOM5ELAEC
5220217,18,25938,1,7,0.0,0,2018-03-04,VV9F1OC8R0JQKVCXI90A
3954756,3,26159,1,7,0.0,0,2018-04-11,JWNOTT3E5BBOKVDW1KYJ
3021902,3,26179,1,7,0.2,0,2018-04-30,I6B95I03YSIPZDHDKFG3
4093512,18,26268,1,7,0.0,0,2018-04-30,W0RX7XLI35EGCL179LC0
3675616,11,26347,1,7,0.1,0,2018-02-10,9NYJ5QNUN0TETS4J2C0E
4274596,3,26413,1,7,0.0,0,2018-03-15,2AQFT4UXC5BG3ESEZGSI
6480699,11,26448,1,7,0.0,0,2018-04-24,6VLOXGZSFCY9SDK9TF6H
4630701,3,26570,1,7,0.0,0,2018-03-21,7FAP7N2YB6XHMRRGN13W
4698004,3,26629,1,7,0.2,0,2018-02-06,OW09MTAT5787DAUE0F49
4360877,11,26671,1,7,0.0,0,2018-02-09,6RMXRVDBB1J65ZMOLVMD
4839305,11,26728,1,7,0.0,0,2018-03-16,HEH1SUEMORGZQNNXEYM1
4069075,11,26849,1,7,0.0,0,2018-03-10,F6RQ3XA36QHPP5WAGXHR
2038824,19,26891,1,7,0.0,0,2018-03-26,0H59B1EEPOTFNLLOSUZC
5214005,3,27103,1,7,0.0,0,2018-02-01,BYUAA8Y5XOEV4ZX8R0YD
2159599,3,27307,1,7,0.0,0,2018-01-19,PK6FB4NRGPIN63YWLLYZ
568005,19,27484,1,7,0.0,0,2018-01-27,SK4AHBK26VR3OSOJT1FC
189740,19,27761,1,8,0.2,0,2018-02-17,VF6XKSWC5UO7ZPVG7K8O
3421129,4,27800,1,8,0.2,0,2018-03-06,3SIFL4YI6I167KYB8DEN
6246272,19,27841,1,8,0.2,0,2018-03-07,MNQH210EH2509YARA8D3
3407773,4,27845,1,8,0.0,0,2018-01-09,S88RF6ASHDK47OB1WKSC
4048298,4,27966,1,8,0.0,0,2018-02-16,QS1LMOYV3N0WM2NK3X53
4373701,4,28107,1,8,0.0,0,2018-01-26,RL9SZF6HSZ6JZWQP4W6M
4145402,19,28225,1,8,0.0,0,2018-03-15,GHH6QGJ5NI2T6R9J8NVV
4602289,12,28402,1,8,0.0,0,2018-03-15,N07WRTISQRCHHS4FLM4W
4822702,19,28442,1,8,0.0,0,2018-02-07,4XPKIF3TGEBXAT34BF3Q
5529885,12,28502,1,8,0.0,0,2018-02-27,6Q05XM21R23XISK5YIOT
4188901,4,28515,1,8,0.0,0,2018-01-11,H4W08XGMN1APYK6SG8OX
4254993,12,28656,1,8,0.0,0,2018-03-12,786WAIBNC3RNVGGBPBPS
6757274,12,28848,1,8,0.0,0,2018-03-18,MK2BX1DUAT1Z8JBFS6MP
2519436,4,28865,1,8,0.0,0,2018-01-03,S3KTDNKSZOU63WSA8CAD
6719782,19,29134,1,8,0.1,0,2018-03-27,JC0Y2UX71J58ZR6CQ8FA
3979954,12,29207,1,8,0.0,0,2018-02-15,WTYT40UIQ9C3OEOHM8TU
6220495,12,29384,1,8,0.0,0,2018-04-13,OSB4HKQUHDJZX81GY27X
6681792,4,29489,1,8,0.0,0,2018-03-04,DLQDPCX4XNZU5SQ8Q4TF
3739348,4,29558,1,8,0.0,0,2018-03-14,KF1FXZC9UZ56G31VDRJZ
1150988,12,29588,1,8,0.0,0,2018-05-04,7A1J4VFY1G83QQ1P07SP
807612,12,29618,1,8,0.0,0,2018-02-04,ELK9EA3ZYVRS5K1C8LL3
4453479,20,29688,1,8,0.0,0,2018-05-08,3FDL7MH6BYRX4KP7TLLV
5149244,20,29767,1,8,0.0,0,2018-02-16,OQQ38OW7VKM0PUBP5OWC
6700790,12,29777,1,8,0.0,0,2018-04-29,QZV9G2RYCSC7X2FDPC07
4154200,4,29832,1,8,0.0,0,2018-04-11,18H59TXEWSX9EM0TLKOA
3008310,20,29871,1,8,0.0,0,2018-02-18,00KFI7SDW5J7DNCBBB8Y
3361132,20,30324,1,8,0.0,0,2018-02-03,2C5UC87PLSD4N9IZ0P76
5565697,5,30329,1,8,0.0,0,2018-04-24,XTF3HTH9ETPMQKGP494A
527783,20,30336,1,8,0.1,0,2018-04-05,B8AW3VNN58ISB6VMV6VA
2916014,5,30365,1,8,0.0,0,2018-01-26,DCEYQZQVCEFJSUH8N0P2
2028563,20,30412,1,8,0.0,0,2018-01-24,SUUJ30GVEJV95O8ND2U1
1475682,20,30415,1,8,0.0,0,2018-04-14,2RTGVS5LPQTKCN7GW1IC
664531,5,30484,1,8,0.0,0,2018-02-02,2MPUUAC49E68XNA480D3
4865098,12,30658,1,8,0.0,0,2018-03-18,QH02UGU2QRR0TZUEJR65
101497,20,31582,1,8,0.0,0,2018-04-13,X2KI2LJ9CHWND5V4BUUT
6147489,20,31728,1,9,0.0,0,2018-03-24,OLS72RKKTG9CS9SP5SUH
4104484,13,32068,1,9,0.0,0,2018-02-28,NLD2YMLKFD6Q02ODW0AW
189035,13,32201,1,9,0.2,0,2018-01-24,GH7IUYJQG00812DYGVMA
6500370,5,32334,1,9,0.2,0,2018-02-13,02WV748UBE09AZT05JTI
2030791,5,32528,1,9,0.2,0,2018-03-19,XPWN8L8D2JA8LQ9JVLCJ
2584042,13,32554,1,9,0.0,0,2018-02-18,XO4QSZWDPDX5JZL6X4YV
2969293,21,33325,1,9,0.2,0,2018-04-17,AKHF07WTXWRUP454IU87
6533880,14,33782,1,9,0.0,0,2018-02-19,M7BBLRYJSS36RG2LBAMZ
6462980,21,33807,1,9,0.0,0,2018-03-18,JA803SI3C34GC5CXO72B
4728200,6,33886,1,9,0.0,0,2018-04-03,GDAUQ95KLOX11M9Y34AB
863164,14,33888,1,9,0.0,0,2018-03-20,1325UQM16O9GQLGB82YJ
977192,6,33981,1,9,0.0,0,2018-04-17,OEUL9JMJUBWSPU494J48
87870,14,33997,1,9,0.1,0,2018-03-10,WA3AV09Q4WBSNB18VT8H
1455205,6,34211,1,9,0.0,0,2018-04-08,0043SLXGZCQZ9Y9VRWHR
2053855,6,34364,1,9,0.0,0,2018-03-05,3DQA81EF7JOLP56LLC6X
6432008,22,34463,1,9,0.0,0,2018-02-28,P6O05TBHQI8XOPM8OQDG
5135070,22,34552,1,9,0.0,0,2018-02-13,DULOSGG9QIG2JWK0SR9P
811727,14,34631,1,9,0.0,0,2018-01-31,6WWAZMDWGSPVM8NB4OF7
4581606,22,34644,1,9,0.0,0,2018-03-01,GROP1BC1BUCA36F20KKN
4091290,14,34720,1,9,0.0,0,2018-01-08,XE0P9DHXRHLE6RGPOHHE
133073,22,34891,1,9,0.2,0,2018-01-26,59EOLOLA62LI5HAKMA4N
3207872,14,34910,1,9,0.0,0,2018-03-05,12IJAEKMHFXBYZ8KJNX9
2450070,22,34925,1,9,0.0,0,2018-02-19,4L64TWXKS37W2OTPHU7L
3200092,22,35044,1,9,0.0,0,2018-01-10,2LNIHRQ3SGPUHWWOL0K8
6709476,6,35215,1,9,0.0,0,2018-01-02,8FQW7Y578E6KVR98V6W0
6222844,7,35424,1,9,0.1,0,2018-02-16,XH4VNU9YUJ2FZZB9QF7V
175249,7,35466,1,9,0.0,0,2018-05-09,NE0D12K7XZY5FPJ0V3BF
334415,14,35470,1,9,0.2,0,2018-02-02,B952GDQXF6CFV71R80F5
3132056,22,35838,1,10,0.0,0,2018-04-24,1CEY1H3X56I9UCZC990R
1508712,22,35921,1,10,0.0,0,2018-04-03,VJI1DDODCUAS5Y0X2Y2G
1968993,14,36075,1,10,0.0,0,2018-04-06,Q3YF65DKN7CE7MVAJHRB
6567487,15,36293,1,10,0.0,0,2018-02-01,C7ZRDFQKFH60DA87K2NV
2514027,22,36600,1,10,0.1,0,2018-01-24,Q4PDAD624QS0WXRDJ4EM
2008025,7,36624,1,10,0.0,0,2018-01-02,TSBFZD8ND77RDN68KSK6
329474,15,36723,1,10,0.0,0,2018-01-07,YLRBDC4M5Q89H6VO2TGJ
647372,7,36808,1,10,0.2,0,2018-01-07,9Q51WMJROHOTGWW6RQJQ
376609,15,36978,1,10,0.0,0,2018-03-29,3AOMS59H089Q6N07SC03
868746,7,37054,1,10,0.1,0,2018-01-22,HNKC9DV2Z4VCE4BNVP21
1659399,7,37061,1,10,0.0,0,2018-04-16,4R3AWH7EXPNSM1H1WEBV
3370211,7,37113,1,10,0.1,0,2018-03-22,DXLQTGX30WARBCXXY73L
980109,23,37185,1,10,0.0,0,2018-05-08,Z66V7GFCRGDFFZMDT9DZ
1877537,7,37222,1,10,0.0,0,2018-02-02,W626AWH6F4RJ6AC6HGCH
924556,23,37288,1,10,0.0,0,2018-01-10,MWX1KYGSB8G4YERMNGVH
6569991,15,37401,1,10,0.0,0,2018-02-18,W29OEMLZECSIHH7QK9LX
4293620,23,37481,1,10,0.0,0,2018-02-12,IE0ZH35WVO0L5ITZZZAD
5625205,15,37767,1,10,0.0,0,2018-04-30,MXYYT360MS18PARI1QVP
5751795,8,37817,1,10,0.0,0,2018-02-04,CZ3VIBPX55CRCVPEDTG9
4873616,23,38071,1,10,0.0,0,2018-01-11,FELAPLJWRXA4N6SK7D08
2257538,8,38076,1,10,0.0,0,2018-01-23,EJNHUVD0XLBL3KNS57SW
308953,23,38186,1,10,0.0,0,2018-01-07,YYYWPEX2ZFOVB06C5SJT
3014386,15,38279,1,10,0.0,0,2018-03-25,IA0B3FM8EHET8IN43RYO
6471072,15,38381,1,10,0.0,0,2018-01-09,54W3H73WTKYU9RN2762G
4714928,8,38431,1,10,0.2,0,2018-03-19,TYYVMU0L8A4UP18YF4BL
1373654,23,38431,1,10,0.0,0,2018-01-08,TEF41FBCJ67CVP7DDT4Y
1279680,8,38449,1,10,0.0,0,2018-02-28,XAF3X4O96OA4YWIUK4YC
1282756,15,38458,1,10,0.0,0,2018-02-07,VFFYFCSSJPOCDC3X3IQ2
45402,15,38474,1,10,0.1,0,2018-02-28,KJK8M5GAL183KSV0ZXUU
4606950,8,38752,1,10,0.0,0,2018-01-15,5F8CGLLMKUWP8N9QVQ4B
6035959,23,38765,1,10,0.0,0,2018-02-08,8E4FJRZCEUHI48UBVQFK
1835516,8,38925,1,10,0.1,0,2018-04-05,ZOR499F73785TF36UQDS
1557765,8,39053,1,10,0.0,0,2018-01-26,R0XU9PSU3CWNNCNW5P28
5721315,8,39054,1,10,0.0,0,2018-01-08,P6V0T9QYI8I9L8MO6YR1
2475472,16,39087,1,10,0.0,0,2018-02-09,HGR52RXGVQ7VAMPGC8JN
