SalesID,TransactionNumber,sales_date,ProductID,CustomerID,SalesPersonID,Quantity,Discount,Price,TotalPrice,actual_revenue
4307036,XBEV729TKEMPJO8S6LO5,2018-03-24,165,10677,14,3,0.0,0.0449,0,0.1347
3533282,KKEJTZBN0NYNSGNZAQLR,2018-04-14,165,8107,6,3,0.0,0.0449,0,0.1347
5419864,GNXATRLNRBNG6J4FY9M4,2018-01-06,165,8363,21,3,0.0,0.0449,0,0.1347
366351,KK3T15BWCHXFH04AZ5J2,2018-05-06,165,9458,22,3,0.0,0.0449,0,0.1347
4904307,NX030R3MBHWGT8WEPAXY,2018-03-08,165,11255,22,3,0.0,0.0449,0,0.1347
6292718,MFHI6FJGV99HAP03S2HN,2018-02-01,165,10594,14,3,0.0,0.0449,0,0.1347
2792503,7U4Q19KYZ7FF3S73W4U0,2018-03-01,165,13889,23,4,0.2,0.0449,0,0.14368
577460,N3RPXUBAOSWIJ0IU0LZ1,2018-05-07,165,15547,1,4,0.2,0.0449,0,0.14368
6377585,XA5QSOJSCXBXFX15PSVF,2018-02-10,165,13428,23,4,0.1,0.0449,0,0.16164
3221808,0L0MBHE982KBIQQLS9E1,2018-03-29,165,12853,23,4,0.1,0.0449,0,0.16164
3844721,VUMAMQZTCWLAW2WXD1C0,2018-02-15,165,13174,23,4,0.1,0.0449,0,0.16164
5489782,0OGHZY9X2YQVNNQ7QMZ4,2018-01-27,165,14444,8,4,0.0,0.0449,0,0.1796
4466945,WGKL5RJDI1VPOVDJX087,2018-05-05,165,14755,8,4,0.0,0.0449,0,0.1796
722544,XVK8VPJ6KW2XOAHRFF2E,2018-05-04,165,17492,17,5,0.2,0.0449,0,0.1796
4284455,MU4KDGY4YKXMGNN22AXJ,2018-03-12,165,14350,16,4,0.0,0.0449,0,0.1796
3300485,W3ZSDZ7GS8OUJ7Q0KA0F,2018-03-04,165,19536,3,5,0.2,0.0449,0,0.1796
5393429,1J95ZFB4EXT8XTLY3PMV,2018-01-21,165,14319,16,4,0.0,0.0449,0,0.1796
964226,VQ0KWAW48FD3PJJPFNIM,2018-05-02,165,14076,16,4,0.0,0.0449,0,0.1796
3274841,BESPMQTXW280EVT5EA28,2018-02-07,165,12081,23,4,0.0,0.0449,0,0.1796
3530350,T8B2JS45Z18G16AH526I,2018-02-05,165,13321,15,4,0.0,0.0449,0,0.1796
3695698,G86TLCWT0M26VHV6624C,2018-02-08,165,12009,7,4,0.0,0.0449,0,0.1796
2175915,ZSV8H5O6E4FDQDDGXWM7,2018-01-09,165,13659,23,4,0.0,0.0449,0,0.1796
979318,K04RXBWSONMIHMVO9DZR,2018-03-13,165,15669,16,4,0.0,0.0449,0,0.1796
260879,K320WZL030HM5W45ZLF5,2018-02-08,165,14628,8,4,0.0,0.0449,0,0.1796
5661020,QEPPYXXES0X4Q7I8G7Q4,2018-04-08,165,12846,23,4,0.0,0.0449,0,0.1796
6219113,J0P7ECK1DT7FVE7U0J7Y,2018-04-06,165,14298,16,4,0.0,0.0449,0,0.1796
1466132,5XTBEV0YSF5CI9ZQR792,2018-04-21,165,15386,1,4,0.0,0.0449,0,0.1796
840335,WCIJUUP87I3L9S0VKYBF,2018-04-20,165,13717,23,4,0.0,0.0449,0,0.1796
4172951,9O249FVTB4P1FVIE8XM4,2018-03-24,165,14460,16,4,0.0,0.0449,0,0.1796
4162084,1W7CIZRPTH9H2KGBNI6D,2018-01-13,165,14170,23,4,0.0,0.0449,0,0.1796
5535837,DZ0XC7UIT0FHFCDN4LE8,2018-01-10,165,15181,8,4,0.0,0.0449,0,0.1796
1418160,OLVRHXW2JDRB7ICTYW19,2018-02-11,165,11859,23,4,0.0,0.0449,0,0.1796
445003,DCVYPPGEDOXJRBWW3MR7,2018-04-23,165,13471,23,4,0.0,0.0449,0,0.1796
4005152,03NK85U4OETLZ2I9C5RY,2018-03-12,165,17154,9,5,0.2,0.0449,0,0.1796
1140638,STBH6M9FL0SOWPGXY1EY,2018-03-04,165,15032,8,4,0.0,0.0449,0,0.1796
4833130,YQV6GZQ5M0HMVY08T1UQ,2018-03-10,165,13835,23,4,0.0,0.0449,0,0.1796
575755,ZQG3UX4D1TNMLZSHC0JP,2018-02-19,165,15246,1,4,0.0,0.0449,0,0.1796
2493055,WB4YES94ZDLEL556SZEQ,2018-03-19,165,14022,8,4,0.0,0.0449,0,0.1796
6090435,1T8GM980LF6A9238IPSF,2018-02-17,165,13896,16,4,0.0,0.0449,0,0.1796
4679240,QM37R4HG90JGRG0WZXW6,2018-05-02,165,15103,16,4,0.0,0.0449,0,0.1796
4648096,U4IPJ1SZI6RQN1CL239E,2018-04-03,165,18198,2,5,0.1,0.0449,0,0.20205
4810644,EXGD99KC8AJ4ABFO7M0Z,2018-02-26,165,17686,9,5,0.1,0.0449,0,0.20205
3127258,CCS8B9RO7XHMT4GIM7HO,2018-03-24,165,21371,11,6,0.2,0.0449,0,0.21552
899591,CPQDU0O1QGQ8GSC1BFA5,2018-05-01,165,20279,3,6,0.2,0.0449,0,0.21552
4173045,NSINE8AUZ5B62WL1XHWZ,2018-01-17,165,21561,3,6,0.2,0.0449,0,0.21552
3734305,5IWO1TBG3E64W72BERLK,2018-02-12,165,21270,3,6,0.2,0.0449,0,0.21552
1194138,K1KPMFP4O65R4OY31UAA,2018-02-27,165,18257,2,5,0.0,0.0449,0,0.2245
2537859,HHR39BBXRNUJBI62WMKE,2018-01-21,165,17809,2,5,0.0,0.0449,0,0.2245
2129389,KD4NNVXRBSGTW3BKW83Z,2018-03-31,165,16249,1,5,0.0,0.0449,0,0.2245
3569657,MZ6DS7K6Z1F01LJEK2ZB,2018-02-19,165,16936,17,5,0.0,0.0449,0,0.2245
6215926,QKNI4EBJ9L5VYTUESVN2,2018-02-17,165,17276,2,5,0.0,0.0449,0,0.2245
2421857,W2NALJBTMNUCCKDTHIJF,2018-03-24,165,16106,9,5,0.0,0.0449,0,0.2245
1463853,TZRLJGIXE3WMEJP5XF2N,2018-01-20,165,19632,18,5,0.0,0.0449,0,0.2245
3928417,RDGPOOQ7ZPC9RQOVDUCJ,2018-04-09,165,15895,9,5,0.0,0.0449,0,0.2245
4181732,UUFHLE05FSG7DR71MKGC,2018-01-12,165,16222,9,5,0.0,0.0449,0,0.2245
6334450,QR39EKDSDALHX231NRMX,2018-02-24,165,18464,2,5,0.0,0.0449,0,0.2245
1071584,VAASC7ZX9D4KR4MMRX9U,2018-02-19,165,19427,10,5,0.0,0.0449,0,0.2245
1635650,22ADDQCBDDW241ZY0GWN,2018-02-25,165,16233,9,5,0.0,0.0449,0,0.2245
201415,LKC1V63Y6NGWGGHKUG1L,2018-03-01,165,19308,2,5,0.0,0.0449,0,0.2245
6358527,285H5X14ROOHO16DZZK9,2018-01-29,165,17771,2,5,0.0,0.0449,0,0.2245
2056542,5AFCUMM2RKQ4VKJMRJGP,2018-01-24,165,17432,17,5,0.0,0.0449,0,0.2245
6299496,YOU7YBRU30HGAZD3DLON,2018-03-28,165,17679,2,5,0.0,0.0449,0,0.2245
5642232,G9ZGPD9PFJOFOKTFBLK8,2018-04-09,165,16692,9,5,0.0,0.0449,0,0.2245
699087,9HAOZGJ2JPS5M3471HJ2,2018-01-26,165,16010,1,5,0.0,0.0449,0,0.2245
1027305,XFJRN7UBHIASTPIBXPEP,2018-04-20,165,18849,10,5,0.0,0.0449,0,0.2245
5462885,I7E2YMMIWWKL4PI0OFMP,2018-01-08,165,17458,2,5,0.0,0.0449,0,0.2245
4009724,57NHWZWJQKQ3B74UJVXH,2018-03-07,165,19230,2,5,0.0,0.0449,0,0.2245
5731823,HU9Z3ILSIXQJ4NC0RPAN,2018-03-08,165,18790,10,5,0.0,0.0449,0,0.2245
74763,Q0R1DRRABYOZ3BRVR4BG,2018-02-04,165,16828,9,5,0.0,0.0449,0,0.2245
3587269,62FIIMPOHMYMD4OGZX02,2018-04-26,165,19002,2,5,0.0,0.0449,0,0.2245
4532019,Q4VZFIJXC1UOR98XCY1B,2018-01-26,165,16255,1,5,0.0,0.0449,0,0.2245
4332581,NH2FK6AXKJBSNCNFIF8C,2018-02-11,165,15853,1,5,0.0,0.0449,0,0.2245
2490487,CN9CXD0YW8X1R6KKHZRM,2018-02-21,165,19689,10,5,0.0,0.0449,0,0.2245
4618853,CYKW5AJMPOQX62U149H0,2018-02-19,165,15975,1,5,0.0,0.0449,0,0.2245
6651136,LPYK8709K7BG6B0B2WWV,2018-03-04,165,15900,9,5,0.0,0.0449,0,0.2245
1293350,ROTSSC61AW3TBHM4QH4O,2018-03-15,165,17468,17,5,0.0,0.0449,0,0.2245
1484144,Q0S2Z9JHAKW1EV6WU6WF,2018-03-05,165,18174,10,5,0.0,0.0449,0,0.2245
1345207,RP3QOE35ME7HBWFD74JE,2018-03-09,165,22467,4,6,0.1,0.0449,0,0.24246
4562230,1CWSYZTGFE3MISZ6LIXC,2018-04-23,165,19777,3,6,0.1,0.0449,0,0.24246
3570384,KLQGO6T5WCWL6M0ITKX6,2018-02-24,165,27245,13,7,0.2,0.0449,0,0.25144
145952,JRT2P3UJWLR9Y7MHA4ME,2018-04-16,165,24623,20,7,0.2,0.0449,0,0.25144
6280930,RW5R7GNTDTI4OBTIP48Y,2018-02-20,165,25120,5,7,0.2,0.0449,0,0.25144
2797288,J3FPGS0QK8SLDDDQM9CI,2018-04-29,165,22255,19,6,0.0,0.0449,0,0.2694
3383806,5LH2L541M0DACER03OTD,2018-04-15,165,23042,19,6,0.0,0.0449,0,0.2694
1552190,Z7NEPC4UEC68CC64RGCE,2018-01-29,165,23364,19,6,0.0,0.0449,0,0.2694
917062,XSHDTRMQOS98R21CLNKK,2018-04-06,165,22736,19,6,0.0,0.0449,0,0.2694
3293552,3VN9MT60GO22U4MLF3W6,2018-02-10,165,23019,19,6,0.0,0.0449,0,0.2694
2533583,16268QTUKUB7N98DLW6D,2018-01-21,165,21379,19,6,0.0,0.0449,0,0.2694
6653970,AXNAHBNRQ6GMAA1CRCTC,2018-02-06,165,21430,19,6,0.0,0.0449,0,0.2694
6418042,TZJUDAT8FOLZ9BNVK3JZ,2018-02-01,165,21386,11,6,0.0,0.0449,0,0.2694
2284022,VOYG3XTMJ29TT2MYWRL3,2018-03-08,165,22865,19,6,0.0,0.0449,0,0.2694
4471588,PWLE1NL3ZXFBF2DHDNVY,2018-01-14,165,20619,18,6,0.0,0.0449,0,0.2694
5677773,MEEBFM35CQXU8ISYEGBU,2018-01-17,165,22163,11,6,0.0,0.0449,0,0.2694
4512841,773MBUR6C4I8UHXYB0OH,2018-03-13,165,22170,19,6,0.0,0.0449,0,0.2694
3066651,X4C111M8VAU0HRF7E8QY,2018-04-17,165,22582,19,6,0.0,0.0449,0,0.2694
1040930,MH956VQIXOV300ORV6EB,2018-02-25,165,20094,18,6,0.0,0.0449,0,0.2694
4394251,DVNZLRP16GKGKSREAWV6,2018-01-24,165,21667,11,6,0.0,0.0449,0,0.2694
5257640,72OSJNT1C1350O98Z9PS,2018-01-15,165,21239,11,6,0.0,0.0449,0,0.2694
916526,N74K26BXOCZ252TJ8IRS,2018-04-22,165,20436,3,6,0.0,0.0449,0,0.2694
72547,E7N2NGK08QRE8DEZ56BD,2018-04-01,165,20636,11,6,0.0,0.0449,0,0.2694
5705931,P38WZ6HV9O3LU9A5LV7Q,2018-02-13,165,23693,4,6,0.0,0.0449,0,0.2694
500694,BX4F3BFXZIIQS36XC93V,2018-01-12,165,23208,19,6,0.0,0.0449,0,0.2694
6695047,X8NLVXMK5IQ7FOTN59QX,2018-01-23,165,23483,4,6,0.0,0.0449,0,0.2694
1751974,1ZWBE5YEC8RN8OYB0QV4,2018-03-03,165,19870,10,6,0.0,0.0449,0,0.2694
6077076,LQZTKSB21CD1YLCLQ3YF,2018-03-12,165,23259,19,6,0.0,0.0449,0,0.2694
3794500,6DYE8PYML2ICF9BPL8MA,2018-03-06,165,20942,3,6,0.0,0.0449,0,0.2694
3664081,6XISIMF1VK2RI1ODHEV5,2018-03-06,165,21115,11,6,0.0,0.0449,0,0.2694
166326,YQIK7PTQSZ756IWXPJUT,2018-03-11,165,22097,19,6,0.0,0.0449,0,0.2694
1030798,LTTJILO9Y2H61KOJB7NQ,2018-02-06,165,24032,4,7,0.1,0.0449,0,0.28287
3391532,AZ5ZT8HKRTTY7EFULYZC,2018-04-19,165,24337,4,7,0.1,0.0449,0,0.28287
6000123,Z8MTOG8394M1VBXFFPH2,2018-02-23,165,24364,12,7,0.1,0.0449,0,0.28287
1446491,HF8NM1H3MY5URR2NK73F,2018-01-08,165,23928,4,7,0.1,0.0449,0,0.28287
1024953,JHEOAG9GAALEBFC5H7JQ,2018-04-13,165,27488,13,7,0.1,0.0449,0,0.28287
167454,3BYTSFIXEJ1OLGCV3W3O,2018-01-21,165,27183,21,7,0.1,0.0449,0,0.28287
5136836,T6X688FL1DNSPCQFSS89,2018-01-10,165,29951,7,8,0.2,0.0449,0,0.28736
6703124,7GV3DOYSLG4RRIVZTF8M,2018-02-23,165,29089,22,8,0.2,0.0449,0,0.28736
1748890,QZDTEPIJCYMAQ8819SXH,2018-04-11,165,24929,20,7,0.0,0.0449,0,0.3143
4486261,EQ2WD5K3LGD7NXVN686P,2018-03-20,165,27624,13,7,0.0,0.0449,0,0.3143
2940756,RL3KZ5EX5IVTS12EJXKH,2018-01-13,165,24761,5,7,0.0,0.0449,0,0.3143
4674019,I9637EAO9XQSSVOE33XT,2018-03-23,165,27130,5,7,0.0,0.0449,0,0.3143
934746,ECUXC51SHPMQ45JEGCFJ,2018-01-17,165,24374,4,7,0.0,0.0449,0,0.3143
1999308,5WTF4TVPA1QUVRTKBSCK,2018-03-13,165,25796,13,7,0.0,0.0449,0,0.3143
3429137,V2YNZF667Y68WSEM2722,2018-04-08,165,26091,13,7,0.0,0.0449,0,0.3143
2916400,QYP3U5A4FVZQL697HZFM,2018-01-06,165,24927,20,7,0.0,0.0449,0,0.3143
4146723,SCLSL3U0U0WVJ0KYPK3E,2018-01-02,165,26300,20,7,0.0,0.0449,0,0.3143
3065662,L83OYV7U653BS9V6MDFS,2018-03-18,165,24766,20,7,0.0,0.0449,0,0.3143
756822,CHAVF1NWLWPMFLZOMQUV,2018-04-25,165,27294,6,7,0.0,0.0449,0,0.3143
6678304,WMLPXIJULB7WN8Y6N6BX,2018-01-06,165,25002,20,7,0.0,0.0449,0,0.3143
3582906,UWBH0Q98L2CBOXSEMIK0,2018-03-05,165,25490,20,7,0.0,0.0449,0,0.3143
3509037,QQCKOMGJT2QLNUNB0KEL,2018-01-24,165,26286,13,7,0.0,0.0449,0,0.3143
2324367,NPDIS5UJEA3Q9QCMMF5T,2018-03-10,165,24280,12,7,0.0,0.0449,0,0.3143
4476225,0EYYHC20U4HSYFW3YKR7,2018-04-21,165,24818,12,7,0.0,0.0449,0,0.3143
6074482,IZUDJQK9QD6H4ZRN3IWH,2018-02-10,165,26887,21,7,0.0,0.0449,0,0.3143
5891576,E956ZAJ05TPNIYL9DKWM,2018-04-12,165,26568,5,7,0.0,0.0449,0,0.3143
1965919,X59C6XGPOXTOHUH64E3L,2018-03-18,165,25971,13,7,0.0,0.0449,0,0.3143
4926198,15Z3FPULY4W49CTDWUGB,2018-03-28,165,27056,13,7,0.0,0.0449,0,0.3143
2847102,RUFM94BJMC2FAXYCE09L,2018-05-08,165,24193,20,7,0.0,0.0449,0,0.3143
1274499,M515XHKQXUERBKW41NPA,2018-04-05,165,26069,13,7,0.0,0.0449,0,0.3143
6571877,BLHV48I68GOI4DEC0I19,2018-01-05,165,26227,5,7,0.0,0.0449,0,0.3143
961790,NAMCWEGBCZ83PX2ALQLJ,2018-03-18,165,27576,6,7,0.0,0.0449,0,0.3143
5884902,DXYK3W6YHW8W4JXLIAYW,2018-01-18,165,25102,12,7,0.0,0.0449,0,0.3143
1028046,WB23A1DG1L28EKCWH9VT,2018-03-16,165,27205,5,7,0.0,0.0449,0,0.3143
298227,IHBM3S5MVI561UCIY7XQ,2018-04-18,165,27133,5,7,0.0,0.0449,0,0.3143
5002123,WWPL4T3EM8TG2K9KQKQ5,2018-02-04,165,25566,20,7,0.0,0.0449,0,0.3143
1704933,FD5IV3T1SU4XIB0TEOLU,2018-03-14,165,26963,5,7,0.0,0.0449,0,0.3143
465927,JMS1N1YZNUH3FX0JFOVK,2018-03-19,165,26104,20,7,0.0,0.0449,0,0.3143
2269606,D4RI28TVCDTZQKHSVBAW,2018-05-08,165,26133,5,7,0.0,0.0449,0,0.3143
328702,PGHHAOYVTK06WX2Q64UA,2018-03-09,165,26975,13,7,0.0,0.0449,0,0.3143
56488,YI0JGMC1WJE0T6GFP5LH,2018-03-16,165,24300,12,7,0.0,0.0449,0,0.3143
6081846,EZ4E2JLT3MB8ZGS98RDW,2018-05-09,165,25377,12,7,0.0,0.0449,0,0.3143
1255746,O9MCI4GEBELTRLTRYG31,2018-03-03,165,24746,12,7,0.0,0.0449,0,0.3143
1525720,506MU06TROQRASKTPANA,2018-01-22,165,24732,20,7,0.0,0.0449,0,0.3143
333855,53LPYO7EYDSC64PAMSNZ,2018-01-02,165,27487,13,7,0.0,0.0449,0,0.3143
