ProductID,ProductName,Price,CategoryID,CategoryName,Class,Resistant,IsAllergic,VitalityDays
190,Cake - Cake Sheet Macaroon,39.7378,9,Poultry,Medium,Durable,True,93
28,Sobe - Tropical Energy,12.3153,9,Poultry,High,Durable,True,0
373,Beef - Montreal Smoked Brisket,54.8719,9,Poultry,Medium,Durable,False,0
46,Lambcasing,86.7915,9,Poultry,High,Durable,False,0
36,Table Cloth 54x72 White,69.2574,9,Poultry,Low,Durable,True,0
77,Potatoes - Idaho 100 Count,11.4971,9,Poultry,Medium,Durable,False,0
167,Knife Plastic - White,78.8615,11,Produce,Medium,Durable,False,0
302,"Doilies - 5, Paper",61.1598,11,Produce,Medium,Durable,Unknown,0
376,Pasta - Angel Hair,40.8126,11,Produce,High,Durable,True,51
405,Pastry - Raisin Muffin - Mini,0.4278,11,Produce,Medium,Durable,True,0
140,"Oregano - Dry, Rubbed",68.1326,11,Produce,High,Durable,Unknown,16
121,Muffin Batt - Blueberry Passion,6.0976,11,Produce,Low,Durable,Unknown,0
409,Skirt - 29 Foot,23.522,11,Produce,Medium,Durable,Unknown,0
269,Wine - Blue Nun Qualitatswein,26.706,11,Produce,Medium,Durable,True,0
288,"Orange - Canned, Mandarin",78.8405,11,Produce,Low,Durable,True,0
309,Muffin Batt - Choc Chk,27.6344,11,Produce,Medium,Durable,True,76
338,Cheese - Camembert,28.9899,11,Produce,Low,Durable,Unknown,0
9,Rabbit - Whole,84.4219,11,Produce,Medium,Durable,Unknown,0
148,Beer - Sleemans Cream Ale,28.5553,11,Produce,Medium,Durable,True,91
23,Crab - Imitation Flakes,79.0184,11,Produce,Medium,Durable,True,0
13,"Water, Tap",28.2232,11,Produce,Low,Durable,False,69
293,Garlic - Elephant,60.9698,11,Produce,Medium,Durable,Unknown,0
359,Rice - Long Grain,69.0327,11,Produce,High,Durable,True,96
233,Duck - Breast,56.6209,11,Produce,Low,Durable,True,0
452,Napkin White - Starched,28.5653,11,Produce,Low,Durable,Unknown,0
257,"Pasta - Detalini, White, Fresh",84.438,11,Produce,High,Durable,Unknown,0
111,Scallops 60/80 Iqf,34.9061,11,Produce,Medium,Durable,Unknown,0
174,Guinea Fowl,61.5047,11,Produce,High,Durable,True,0
35,"Water - Mineral, Natural",15.7233,6,Seafood,Low,Durable,True,97
176,Smirnoff Green Apple Twist,81.3167,6,Seafood,High,Durable,True,90
356,Dc - Frozen Momji,17.1274,6,Seafood,High,Durable,Unknown,0
396,Tea - Jasmin Green,36.9165,6,Seafood,High,Durable,False,0
91,General Purpose Trigger,57.0429,6,Seafood,High,Durable,True,97
270,Cheese Cloth No 100,4.4216,6,Seafood,Medium,Durable,Unknown,101
235,Bread - English Muffin,34.5061,6,Seafood,High,Durable,False,0
308,Tea - Decaf Lipton,88.1209,6,Seafood,High,Durable,Unknown,0
71,Cheese - Wine,74.4076,6,Seafood,Low,Durable,Unknown,0
238,Garlic,28.4065,6,Seafood,Medium,Durable,False,0
76,Wine - Fume Blanc Fetzer,65.6765,6,Seafood,Low,Durable,False,95
68,"Beets - Candy Cane, Organic",84.8769,6,Seafood,High,Durable,False,72
256,Soup Knorr Chili With Beans,95.7024,6,Seafood,Medium,Durable,Unknown,0
328,Tuna - Salad Premix,96.8781,6,Seafood,Medium,Durable,True,35
179,Yoghurt Tubes,83.8752,6,Seafood,Low,Durable,Unknown,26
421,Soup V8 Roasted Red Pepper,38.8096,6,Seafood,High,Durable,False,0
88,Remy Red,91.996,2,Shell fish,Low,Durable,Unknown,0
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,Shell fish,High,Durable,True,0
286,Beef - Prime Rib Aaa,40.4897,2,Shell fish,Low,Durable,False,29
120,Water - Spring Water 500ml,2.7314,2,Shell fish,Medium,Durable,Unknown,94
195,Beets - Mini Golden,3.5208,2,Shell fish,Medium,Durable,Unknown,70
438,Juice - Orange,44.9415,2,Shell fish,Low,Durable,Unknown,0
357,Tilapia - Fillets,6.8332,2,Shell fish,Medium,Durable,False,0
5,Artichokes - Jerusalem,65.4771,2,Shell fish,Low,Durable,True,27
31,Yeast Dry - Fermipan,73.9851,2,Shell fish,Medium,Durable,False,0
16,Kellogs Special K Cereal,54.7246,2,Shell fish,Low,Durable,True,0
128,Coffee - Irish Cream,4.6797,2,Shell fish,Medium,Durable,Unknown,71
430,Milk - 1%,46.2589,2,Shell fish,Low,Durable,False,84
336,Broom - Corn,71.9241,2,Shell fish,Low,Durable,True,0
385,"Pork - Back, Short Cut, Boneless",22.7091,10,Snails,High,Durable,False,97
226,"Chestnuts - Whole,canned",92.0872,10,Snails,Medium,Durable,True,0
437,Chips Potato All Dressed - 43g,83.5856,10,Snails,High,Durable,Unknown,0
415,Mussels - Frozen,8.0069,10,Snails,High,Durable,False,0
135,Wiberg Super Cure,10.9641,10,Snails,Low,Durable,False,61
137,"Wine - White, Schroder And Schyl",84.0566,10,Snails,Low,Durable,False,0
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Snails,Low,Durable,True,54
289,Sword Pick Asst,43.5169,10,Snails,Low,Durable,False,0
360,Wine - Hardys Bankside Shiraz,52.2407,10,Snails,Medium,Durable,True,89
324,Apricots - Dried,87.9023,10,Snails,Low,Durable,True,42
282,"Lemonade - Natural, 591 Ml",56.1506,10,Snails,Low,Durable,False,88
25,Soupcontfoam16oz 116con,80.7666,10,Snails,High,Durable,True,0
82,Jolt Cola - Electric Blue,56.8099,5,Beverages,Low,Unknown,Unknown,63
325,Halibut - Fletches,3.1657,5,Beverages,Low,Unknown,True,87
417,"Lamb - Pieces, Diced",43.3781,5,Beverages,Medium,Unknown,Unknown,12
231,Crush - Cream Soda,68.3066,5,Beverages,Medium,Unknown,True,0
276,Snapple - Iced Tea Peach,49.2508,5,Beverages,High,Unknown,True,0
369,Rambutan,87.1785,5,Beverages,Medium,Unknown,True,10
448,Gatorade - Xfactor Berry,76.8988,5,Beverages,Low,Unknown,False,0
147,Cheese - Mozzarella,49.6197,5,Beverages,High,Unknown,False,0
8,Halibut - Steaks,89.8573,5,Beverages,Medium,Unknown,True,108
300,"Beans - Kidney, Canned",69.5694,5,Beverages,Medium,Unknown,True,0
189,"Bread - Roll, Soft White Round",76.3021,5,Beverages,High,Unknown,False,16
392,Puree - Passion Fruit,98.8263,5,Beverages,High,Unknown,True,33
67,Wine - Sogrape Mateus Rose,3.7805,5,Beverages,Low,Unknown,True,108
104,Tia Maria,98.2471,5,Beverages,High,Unknown,False,0
271,Banana - Leaves,73.3954,5,Beverages,High,Unknown,True,0
403,Liners - Baking Cups,68.1898,5,Beverages,Medium,Unknown,Unknown,0
304,Banana Turning,72.1984,5,Beverages,High,Unknown,True,0
332,Bouq All Italian - Primerba,59.7578,5,Beverages,Low,Unknown,False,0
367,Bread - Italian Corn Meal Poly,63.8281,5,Beverages,Medium,Unknown,True,65
389,Pomello,62.4447,3,Cereals,Medium,Unknown,Unknown,103
450,Wine - Vidal Icewine Magnotta,7.107,3,Cereals,Low,Unknown,Unknown,0
55,Cinnamon Buns Sticky,6.6182,3,Cereals,High,Unknown,False,85
426,Scallops - Live In Shell,83.5759,3,Cereals,Low,Unknown,Unknown,0
372,Wine - Two Oceans Cabernet,6.2824,3,Cereals,Low,Unknown,True,0
221,Bread Crumbs - Panko,81.9008,3,Cereals,Low,Unknown,False,0
2,Cookie Chocolate Chip With,91.2329,3,Cereals,Medium,Unknown,Unknown,0
210,"Cheese - Brie,danish",82.2358,3,Cereals,High,Unknown,Unknown,0
57,Sausage - Breakfast,12.2145,3,Cereals,Low,Unknown,True,103
390,"Seedlings - Mix, Organic",1.2956,3,Cereals,Low,Unknown,False,0
209,Sugar - Fine,32.9885,3,Cereals,Low,Unknown,Unknown,0
447,"Salmon - Atlantic, Skin On",3.4198,3,Cereals,High,Unknown,True,0
206,Cocoa Butter,77.56,3,Cereals,Low,Unknown,Unknown,0
424,Vinegar - Tarragon,85.8828,3,Cereals,Medium,Unknown,False,0
222,"Sole - Dover, Whole, Fresh",0.6846,3,Cereals,High,Unknown,False,0
391,Bread - Bistro White,65.0908,1,Confections,Medium,Unknown,True,72
62,Pears - Bosc,19.5217,1,Confections,Medium,Unknown,Unknown,13
236,Tomato - Tricolor Cherry,85.694,1,Confections,Low,Unknown,True,113
69,Raspberries - Fresh,87.6092,1,Confections,Low,Unknown,True,0
440,Pork - Inside,32.9092,1,Confections,Low,Unknown,Unknown,0
216,Scallops - 10/20,39.0257,1,Confections,Low,Unknown,Unknown,0
181,Phyllo Dough,64.5718,1,Confections,Medium,Unknown,False,0
27,Chocolate - Compound Coating,17.1724,1,Confections,Medium,Unknown,Unknown,86
364,Cattail Hearts,8.8429,1,Confections,High,Unknown,Unknown,0
393,Olive - Spread Tapenade,59.9572,1,Confections,Low,Unknown,Unknown,0
346,Cheese - Parmesan Grated,17.1914,1,Confections,Low,Unknown,True,0
381,Vaccum Bag 10x13,44.2337,1,Confections,High,Unknown,Unknown,41
223,Pail With Metal Handle 16l White,94.4399,1,Confections,Medium,Unknown,Unknown,0
143,Watercress,42.6169,1,Confections,Medium,Unknown,True,0
290,Sauce - Rosee,38.8037,1,Confections,Low,Unknown,True,110
95,Beans - Kidney White,46.3913,1,Confections,High,Unknown,Unknown,0
197,Mussels - Cultivated,13.0101,1,Confections,Medium,Unknown,True,0
196,Longos - Grilled Salmon With Bbq,8.2286,1,Confections,High,Unknown,Unknown,0
342,Mangoes,69.5881,1,Confections,Medium,Unknown,False,51
158,Apricots Fresh,54.4643,4,Dairy,High,Unknown,False,18
380,Wine - White Cab Sauv.on,85.9743,4,Dairy,High,Unknown,True,0
299,Fuji Apples,80.1371,4,Dairy,Medium,Unknown,False,0
123,Oil - Shortening - All - Purpose,48.1487,4,Dairy,Low,Unknown,Unknown,0
352,"Beef - Tenderlion, Center Cut",24.6393,4,Dairy,Low,Unknown,False,5
102,"Rosemary - Primerba, Paste",62.257,4,Dairy,High,Unknown,False,0
408,Blueberries,68.7346,4,Dairy,Low,Unknown,False,0
366,Tahini Paste,80.4483,4,Dairy,High,Unknown,False,0
124,Macaroons - Two Bite Choc,18.2891,4,Dairy,Low,Unknown,True,81
449,Nantuket Peach Orange,42.1414,4,Dairy,Low,Unknown,False,0
349,Puree - Mocha,86.9086,4,Dairy,Medium,Unknown,True,0
298,Pop Shoppe Cream Soda,95.7387,4,Dairy,Medium,Unknown,False,0
368,Flour - Teff,18.2978,4,Dairy,Low,Unknown,False,0
375,Snapple Lemon Tea,83.1755,8,Grain,High,Unknown,True,80
6,Wine - Magnotta - Cab Sauv,79.7184,8,Grain,High,Unknown,Unknown,0
292,Turkey - Oven Roast Breast,34.5364,8,Grain,Low,Unknown,False,0
127,Island Oasis - Mango Daiquiri,54.1413,8,Grain,Medium,Unknown,False,34
40,Cocktail Napkin Blue,8.9372,8,Grain,Low,Unknown,Unknown,0
347,Pail For Lid 1537,94.6253,8,Grain,Low,Unknown,True,0
350,Isomalt,82.83,8,Grain,Low,Unknown,True,0
401,"Tart Shells - Sweet, 4",53.3634,8,Grain,High,Unknown,Unknown,51
152,"Lentils - Red, Dry",58.8128,7,Meat,Medium,Unknown,Unknown,26
248,Beef - Inside Round,99.3193,7,Meat,Low,Unknown,Unknown,0
113,Ocean Spray - Kiwi Strawberry,10.5964,7,Meat,Low,Unknown,False,106
253,Wanton Wrap,76.24,7,Meat,High,Unknown,Unknown,0
436,Table Cloth 81x81 White,67.9063,7,Meat,High,Unknown,False,25
428,Wine - Ruffino Chianti,4.7235,7,Meat,Medium,Unknown,True,48
285,Cheese - Mix,71.8302,7,Meat,Low,Unknown,Unknown,107
87,Wine - Pinot Noir Latour,3.7847,7,Meat,Low,Unknown,False,0
354,Crackers Cheez It,6.6975,7,Meat,Medium,Unknown,False,0
319,Towels - Paper / Kraft,77.6195,7,Meat,High,Unknown,Unknown,0
379,Smoked Paprika,89.3046,7,Meat,High,Unknown,False,81
103,Cream Of Tartar,72.7534,7,Meat,Low,Unknown,Unknown,0
37,"Nut - Pistachio, Shelled",80.3171,7,Meat,Low,Unknown,False,0
48,Pecan Raisin - Tarts,60.3625,7,Meat,Low,Unknown,Unknown,114
96,Cheese - Bocconcini,62.1993,7,Meat,High,Unknown,False,0
295,"Ice - Clear, 300 Lb For Carving",48.7695,7,Meat,Low,Unknown,True,0
259,Veal - Eye Of Round,67.4367,7,Meat,High,Unknown,True,71
41,"Cup - 6oz, Foam",81.721,7,Meat,Medium,Unknown,True,0
446,Sunflower Seed Raw,49.0452,7,Meat,High,Unknown,Unknown,18
303,Cod - Black Whole Fillet,72.6133,7,Meat,High,Unknown,False,0
90,Flavouring - Orange,69.32,9,Poultry,High,Unknown,True,37
320,Yogurt - French Vanilla,73.4396,9,Poultry,Low,Unknown,Unknown,0
211,Wine - Prosecco Valdobiaddene,2.0587,9,Poultry,Low,Unknown,True,76
326,Appetizer - Mushroom Tart,38.859,9,Poultry,High,Unknown,False,0
241,Cheese - Cheddarsliced,67.8151,9,Poultry,Medium,Unknown,Unknown,0
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Poultry,Medium,Unknown,True,0
119,Soup Campbells - Italian Wedding,29.6372,11,Produce,Medium,Unknown,False,0
193,"Veal - Inside, Choice",60.5314,11,Produce,Medium,Unknown,False,19
164,Loquat,7.3982,11,Produce,Medium,Unknown,False,0
51,Wine - Crozes Hermitage E.,81.0134,11,Produce,Medium,Unknown,Unknown,0
157,"Juice - Cranberry, 341 Ml",14.1082,11,Produce,Medium,Unknown,False,19
313,Veal - Slab Bacon,39.9111,11,Produce,High,Unknown,Unknown,116
363,Cornflakes,48.7712,11,Produce,High,Unknown,True,0
439,"Beef - Chuck, Boneless",56.0919,11,Produce,Medium,Unknown,False,108
165,Bread Crumbs - Japanese Style,0.0449,6,Seafood,Low,Unknown,False,0
64,Vinegar - Sherry,16.5229,6,Seafood,Low,Unknown,True,94
194,Lettuce - Frisee,66.7357,6,Seafood,Medium,Unknown,False,0
315,Wine - Gato Negro Cabernet,93.8047,6,Seafood,Medium,Unknown,True,0
399,Berry Brulee,50.9114,6,Seafood,Medium,Unknown,True,0
410,Fenngreek Seed,18.356,6,Seafood,Low,Unknown,Unknown,91
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Seafood,Medium,Unknown,Unknown,106
168,Milk - 2%,70.7419,6,Seafood,Medium,Unknown,True,29
411,Durian Fruit,42.0489,6,Seafood,Low,Unknown,True,0
126,Crackers - Trio,14.1914,6,Seafood,Low,Unknown,Unknown,76
163,Tomatoes Tear Drop,11.7708,6,Seafood,Low,Unknown,True,116
344,Sausage - Liver,63.5389,2,Shell fish,Low,Unknown,False,114
432,Beer - Original Organic Lager,32.7153,2,Shell fish,High,Unknown,False,44
423,"Fish - Scallops, Cold Smoked",55.8531,2,Shell fish,Medium,Unknown,Unknown,35
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Shell fish,Medium,Unknown,False,0
130,Beef Wellington,41.9808,2,Shell fish,Low,Unknown,False,0
418,Truffle Cups - Brown,92.2516,2,Shell fish,Low,Unknown,True,0
443,Lettuce - Spring Mix,90.0169,2,Shell fish,Low,Unknown,False,79
244,Beef - Rib Eye Aaa,94.0664,2,Shell fish,Low,Unknown,True,0
267,Grapes - Red,5.125,2,Shell fish,Medium,Unknown,True,0
314,Salmon Steak - Cohoe 8 Oz,5.6015,2,Shell fish,Medium,Unknown,True,82
322,Onions - Vidalia,26.2846,2,Shell fish,Medium,Unknown,Unknown,0
81,Cookies - Assorted,86.6483,2,Shell fish,Medium,Unknown,Unknown,0
291,"Crab - Dungeness, Whole",1.2559,2,Shell fish,Medium,Unknown,False,0
18,"Lamb - Whole, Fresh",23.3966,10,Snails,Medium,Unknown,False,0
59,Pastry - Butterscotch Baked,73.5389,10,Snails,High,Unknown,False,0
169,Water - Aquafina Vitamin,68.5996,10,Snails,Medium,Unknown,False,0
330,Olives - Kalamata,18.7914,10,Snails,Medium,Unknown,False,0
384,Fond - Neutral,56.5197,10,Snails,High,Unknown,True,105
17,"Wine - White, Mosel Gold",43.9182,10,Snails,Medium,Unknown,Unknown,0
207,Coffee - Hazelnut Cream,14.2688,10,Snails,Medium,Unknown,True,116
318,Ecolab - Solid Fusion,57.261,10,Snails,High,Unknown,Unknown,76
412,Lettuce - California Mix,16.0456,5,Beverages,High,Weak,True,0
422,"Garlic - Primerba, Paste",50.2892,5,Beverages,High,Weak,Unknown,60
208,"Mushroom - Trumpet, Dry",8.7335,5,Beverages,Medium,Weak,False,15
99,Mustard - Seed,27.4874,5,Beverages,Low,Weak,True,0
251,"Oranges - Navel, 72",11.7087,5,Beverages,Low,Weak,True,7
200,Garlic - Peeled,11.1295,5,Beverages,Medium,Weak,False,0
239,"Soup - Campbells, Cream Of",7.6019,5,Beverages,Medium,Weak,True,0
227,Cheese - Taleggio D.o.p.,55.4699,5,Beverages,Low,Weak,False,0
205,"Turkey - Whole, Fresh",18.9757,5,Beverages,High,Weak,False,32
98,Shrimp - 31/40,99.8755,3,Cereals,High,Weak,False,0
255,Kellogs All Bran Bars,29.2287,3,Cereals,Low,Weak,False,0
296,Wine - Valpolicella Masi,31.3545,3,Cereals,Low,Weak,False,90
225,Wine - Charddonnay Errazuriz,10.3722,3,Cereals,Medium,Weak,Unknown,0
89,"Beef - Ground, Extra Lean, Fresh",36.7281,3,Cereals,Medium,Weak,True,0
19,Tea - Earl Grey,22.5614,3,Cereals,Medium,Weak,True,94
317,Water - Green Tea Refresher,35.2723,3,Cereals,Low,Weak,False,0
65,Brandy - Bar,21.1106,3,Cereals,High,Weak,False,0
419,Pork - Belly Fresh,86.1338,3,Cereals,Low,Weak,True,8
441,Blackberries,72.9439,3,Cereals,Medium,Weak,Unknown,0
232,Quiche Assorted,33.949,3,Cereals,Medium,Weak,False,0
177,"Coconut - Shredded, Sweet",69.1677,3,Cereals,Medium,Weak,True,0
116,Steam Pan - Half Size Deep,5.736,3,Cereals,Low,Weak,True,104
341,"Bread - Roll, Canadian Dinner",90.2641,1,Confections,Low,Weak,True,0
395,Juice - Lime,91.7833,1,Confections,Low,Weak,True,0
203,"Chicken - Leg, Boneless",59.9557,1,Confections,High,Weak,Unknown,29
312,Salmon - Sockeye Raw,84.0645,1,Confections,Low,Weak,True,54
107,Bread - French Baquette,7.4151,1,Confections,High,Weak,False,0
254,"Soup - Canadian Pea, Dry Mix",77.7804,1,Confections,Low,Weak,True,0
139,Chicken - Wieners,21.423,1,Confections,High,Weak,False,0
175,Oil - Safflower,91.7675,1,Confections,Low,Weak,True,52
42,Bread - Raisin Walnut Oval,81.0488,1,Confections,High,Weak,False,0
234,Tofu - Firm,72.7457,1,Confections,Medium,Weak,Unknown,0
397,Juice - Happy Planet,20.8169,1,Confections,Medium,Weak,False,70
92,"Wine - Red, Colio Cabernet",60.2161,1,Confections,Low,Weak,Unknown,0
224,Flour - Pastry,28.8618,1,Confections,High,Weak,False,0
108,Pasta - Orecchiette,79.0038,1,Confections,High,Weak,True,0
245,Grouper - Fresh,37.6791,1,Confections,Medium,Weak,Unknown,111
258,Tea - English Breakfast,31.0939,1,Confections,Low,Weak,Unknown,0
15,"Spoon - Soup, Plastic",32.442,1,Confections,Low,Weak,True,0
370,Muffin - Carrot Individual Wrap,21.8806,4,Dairy,Low,Weak,True,0
45,Beef - Ground Medium,79.5324,4,Dairy,Medium,Weak,True,0
425,Wine - Redchard Merritt,56.7898,4,Dairy,Medium,Weak,Unknown,0
153,Arizona - Green Tea,70.2382,4,Dairy,Low,Weak,False,0
252,Nantucket - Pomegranate Pear,27.8169,4,Dairy,Medium,Weak,Unknown,83
382,Soup - Campbells Bean Medley,51.7754,4,Dairy,Medium,Weak,Unknown,0
70,Squid - Tubes / Tenticles 10/20,63.1846,4,Dairy,Low,Weak,True,45
183,Spice - Peppercorn Melange,6.2154,4,Dairy,High,Weak,False,0
122,Table Cloth 62x114 White,11.7845,4,Dairy,High,Weak,False,0
154,Ice Cream Bar - Drumstick,24.756,4,Dairy,Medium,Weak,True,0
78,Wine - Magnotta - Belpaese,30.4202,4,Dairy,Medium,Weak,Unknown,0
97,Veal - Inside,24.7798,4,Dairy,Medium,Weak,True,0
429,Beef - Short Loin,57.6013,4,Dairy,High,Weak,False,0
273,Bandage - Flexible Neon,77.5913,4,Dairy,Medium,Weak,Unknown,0
240,Wine - Chablis 2003 Champs,70.8596,4,Dairy,Low,Weak,False,0
10,Scampi Tail,95.0957,4,Dairy,Low,Weak,True,105
