SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
3664705,9,2313,1,1,0.0,0,2018-02-22 18:08:44.48 UTC,J18WFZK1E2PM1ZO1G1QF
2075288,1,2407,1,1,0.0,0,2018-03-15 11:42:34.85 UTC,CG3UC293R459327XOP0D
985306,1,2441,1,1,0.0,0,2018-01-19 06:58:26.59 UTC,FS6RXKUN7DZNX7BQ8GT6
966244,9,2662,1,1,0.0,0,2018-03-26 07:13:53.27 UTC,PWW4G2PYFUEPH53ZX3EY
1653427,2,2687,1,1,0.0,0,2018-03-03 03:20:37.8 UTC,YFPJJFH5IHTCXRRE45D0
3149922,2,2950,1,1,0.0,0,2018-02-14 16:34:52.68 UTC,DQ68S3VV3SMOVAH9WQ08
2429232,9,2993,1,1,0.2,0,2018-02-21 14:39:45.92 UTC,WPQXNFLBQR2LVWZTML6T
3184525,2,3008,1,1,0.0,0,2018-05-07 04:47:21.04 UTC,POQRSY3QG3S3STPD8GEB
6527512,9,3293,1,1,0.0,0,2018-05-09 18:53:38.65 UTC,C43PF6EWE6WV22VP02U2
1656165,2,3325,1,1,0.0,0,2018-03-14 11:18:04.59 UTC,GBFDPIH19BN623YK886G
1681359,9,3332,1,1,0.0,0,2018-03-22 03:53:43.41 UTC,AD5KIVD1P6L62J6CU0XY
3523454,9,3353,1,1,0.0,0,2018-02-15 00:53:15.68 UTC,0S3D8G91V19YWZM2XLC7
6166634,9,3491,1,1,0.0,0,2018-03-09 05:22:44.1 UTC,D3DCEYZ72ZCNY08VTF3B
2124386,2,3694,1,1,0.0,0,2018-01-12 15:50:40.59 UTC,PJYLKVRHOI00AXO8NI4P
3459465,17,3697,1,1,0.0,0,2018-02-05 08:23:46.66 UTC,1PSVYJCUIFV1DYUTHB1M
923540,2,3744,1,1,0.1,0,2018-02-03 06:34:33.11 UTC,W83U8PW8WHCMHHWZYJ1N
3110817,2,3757,1,1,0.0,0,2018-04-23 11:16:20.01 UTC,T6UDZTYOLR0NWV0W8XMX
2000281,10,3801,1,1,0.2,0,2018-01-30 04:18:03.35 UTC,UD6T6CT8ZLPE87PGH1UF
4308397,10,3806,1,1,0.0,0,2018-04-30 19:12:59.25 UTC,B7T37B9WZ1OACPGHSAUG
50479,10,3865,1,1,0.0,0,2018-03-22 11:35:49.29 UTC,W4E0J3UVX98O0YWF5J2U
4437358,10,3877,1,1,0.0,0,2018-05-05 11:06:12.87 UTC,RLXOX85T5LKIHRA4P2BV
3016459,17,3985,1,2,0.0,0,2018-03-11 23:25:19.09 UTC,JQM2ZPAEJPG98JJTOLNX
632863,10,4206,1,2,0.0,0,2018-04-26 16:39:32.78 UTC,7QT87V6OHQRQQZR4PTSV
570316,17,4276,1,2,0.2,0,2018-03-05 06:45:39.59 UTC,FTJDRD2E2TN6KN9YT7IW
2942892,2,4314,1,2,0.0,0,2018-04-27 20:32:51.23 UTC,JPNAXS71HNEHT012LPXW
2605141,2,4496,1,2,0.2,0,2018-01-19 23:18:26.37 UTC,088QRYB0VCHEGFSW6HNH
4701237,18,4651,1,2,0.0,0,2018-03-13 10:28:11.07 UTC,FMLJZARHBVRUYDG6LZJ6
4373304,10,4673,1,2,0.0,0,2018-03-17 04:46:16.92 UTC,UEHCBKEJSM4OHSLU222F
4194787,18,4719,1,2,0.0,0,2018-03-12 09:40:54.6 UTC,3UI1WAZY0HSNARHSZDC3
3164948,2,4728,1,2,0.0,0,2018-02-01 19:59:20.75 UTC,UZWTP6BO823ZGKXFVB6K
6029363,2,4829,1,2,0.0,0,2018-01-13 15:01:12.77 UTC,XCS7ADLY1DGOA6FBPSH1
686199,10,5020,1,2,0.0,0,2018-01-03 03:53:45.09 UTC,NV4SSAJ4JY1PJPPHSJKI
3584864,10,5060,1,2,0.2,0,2018-04-30 06:13:09.82 UTC,GUW4KRB4JT2EK3HYDA2P
410870,10,5198,1,2,0.0,0,2018-02-15 01:27:15.92 UTC,TV68J4RE5EFKB462XSGD
5996897,10,5214,1,2,0.0,0,2018-01-25 09:09:46.69 UTC,XG9VXB2N6Y7UD7TQ8FEH
768929,10,5220,1,2,0.0,0,2018-02-08 16:07:20.2 UTC,K0YTS31VYWU90HESG0O6
4466181,3,5378,1,2,0.0,0,2018-03-05 18:19:04.13 UTC,IGAGVDPRXD7F3OQ6KM29
4736769,3,5464,1,2,0.0,0,2018-05-08 15:22:44.58 UTC,8WIOHMTTHU0DT54KFP49
4239493,18,5484,1,2,0.0,0,2018-04-08 17:31:20.38 UTC,VGCUCVU1530G4C861A2Q
1320342,18,5550,1,2,0.0,0,2018-05-02 22:12:36.63 UTC,M618MEHV8XL67KIATOFU
3087713,10,5611,1,2,0.0,0,2018-01-04 23:40:50.04 UTC,XT0AC0FRM3JQGQHC5E4K
1835044,10,5707,1,2,0.0,0,2018-04-20 13:43:22.71 UTC,T84ONBQEI4EV1BARHHWX
3303804,10,5785,1,2,0.0,0,2018-05-07 18:12:14.82 UTC,DT3CPUK0C5T7MPB9SY3L
275519,10,5829,1,2,0.0,0,2018-01-16 07:01:38.29 UTC,E847IBENTWKMMG00R4JW
5983042,3,5869,1,2,0.0,0,2018-01-27 16:28:13.47 UTC,SW0PLMUO9JX2U1KOHS7N
4412066,10,5961,1,2,0.0,0,2018-04-12 11:11:32.06 UTC,T15OA7AYRQI8P4U5FD73
5453138,18,6141,1,2,0.2,0,2018-03-25 12:38:52.46 UTC,UXKCAFURGXZDOZL84VHS
1663586,18,6559,1,2,0.2,0,2018-03-10 03:26:09.79 UTC,86OFKC8J8OXWQ8ZATZM2
5259400,3,6686,1,2,0.0,0,2018-03-29 02:15:29.49 UTC,AO1R01PI4LM1THDY17IZ
3017038,11,6860,1,2,0.0,0,2018-03-17 00:40:23.3 UTC,ZQPN51KY6LDF2258YUDW
3678254,19,6907,1,2,0.0,0,2018-05-01 15:22:17.8 UTC,Z62FQS84Y6RM68A1OMM9
4383670,11,7266,1,2,0.0,0,2018-03-07 21:45:22.1 UTC,MZQTYM5W7TBMYVT0F4LC
1332456,11,7306,1,2,0.2,0,2018-02-14 04:43:58.04 UTC,CD3PH3RT3ABKPY2AYGMX
1608861,19,7476,1,2,0.0,0,2018-03-06 06:56:08.73 UTC,BA6WRE1S0EC77QYN1X6N
342383,3,7521,1,2,0.0,0,2018-02-01 02:47:47.67 UTC,U0P4MBFDI2Y36Z113A4U
2298397,19,7831,1,2,0.0,0,2018-04-11 04:51:04.34 UTC,U2EVR52JIF04WZZEVVAH
3955121,4,7889,1,2,0.0,0,2018-01-21 22:07:19.37 UTC,7ABTECG8JDO41H16GNT5
3130903,19,8082,1,3,0.0,0,2018-03-10 16:54:20.26 UTC,NJBF5FYL46Q1KP3VXTTH
366545,11,8249,1,3,0.2,0,2018-01-25 07:40:58.88 UTC,90C9LU45SMTL4I2YF5YP
5327160,4,8418,1,3,0.0,0,2018-03-20 03:44:40.7 UTC,4PFAYTNR4YUMJ91N4K8J
623102,19,8478,1,3,0.0,0,2018-02-25 20:24:51.4 UTC,KVLZMNYBRK4OYK7C0TIM
4513416,4,8719,1,3,0.2,0,2018-02-10 04:25:23.66 UTC,U5T2882B741M4CMOL24H
134482,12,8724,1,3,0.2,0,2018-01-04 06:02:26.98 UTC,C1E2TENDVV9NO7NHKHYU
712926,12,8768,1,3,0.0,0,2018-03-24 00:35:57.11 UTC,G8NFSAT2481T4ZJ0YUON
4938715,19,8831,1,3,0.1,0,2018-04-08 16:23:36.09 UTC,P9C585XCBXX1RXS9RO0B
1945392,12,8836,1,3,0.0,0,2018-05-01 02:32:46.33 UTC,VYDCN4H357W8HMDTABVQ
4604994,4,8871,1,3,0.0,0,2018-05-07 19:22:30.69 UTC,RSRENEI4ZU4XJZ9IT418
2451798,12,9152,1,3,0.0,0,2018-04-18 06:57:02.2 UTC,9Y14AIIS3R1SBD28XBQU
6543425,4,9227,1,3,0.0,0,2018-01-19 03:35:08.12 UTC,K2DL011WLY4E40CRTYOV
4246044,4,9251,1,3,0.0,0,2018-02-10 09:53:29.41 UTC,XYZ8YVOS4IWARYUH74W2
2849561,19,9396,1,3,0.0,0,2018-03-09 21:54:14.33 UTC,MZNF067VW6EPQQS880W2
1619815,12,9427,1,3,0.0,0,2018-01-07 03:23:48.51 UTC,U7O84657APWB3213J2XK
6707836,12,9450,1,3,0.0,0,2018-03-28 03:47:42.47 UTC,YOJQ87LD61SWW8ETKXY9
1088772,20,9591,1,3,0.0,0,2018-03-14 15:10:20.54 UTC,B4CHM9O5ZRMS8Q1N2CFM
3915505,4,9717,1,3,0.2,0,2018-02-24 13:41:25.94 UTC,SDU5RQB95QZQ9SAN2J4U
124765,12,9793,1,3,0.0,0,2018-02-03 08:18:55.05 UTC,W9R1HEPLP4RPVQ5PZWGP
1642684,20,9975,1,3,0.0,0,2018-01-10 13:49:25.54 UTC,OC5V1QTUS110TUPO5EMF
3216947,20,10389,1,3,0.0,0,2018-04-27 08:22:49.87 UTC,C9O3M000SBRLDXFYV672
5433296,20,10550,1,3,0.0,0,2018-01-07 03:58:13.7 UTC,URRX257Y97PI4X4D6XBO
6393049,20,10630,1,3,0.1,0,2018-04-28 00:21:44.59 UTC,5KB3DS1MBE4XZKHIV984
5238586,5,10696,1,3,0.0,0,2018-04-03 11:44:19.43 UTC,CDGE1GD40R28EP3O268A
3822204,20,10701,1,3,0.0,0,2018-02-03 04:02:18.23 UTC,IBKRWUNC4BVFTXWEX7X2
2574670,12,10866,1,3,0.0,0,2018-03-16 20:32:57.19 UTC,9ZQRA820VI04JPWJWWTG
3989398,12,11002,1,3,0.0,0,2018-02-25 21:37:50.95 UTC,9B8OZ21CRHO12ARLE063
5673675,5,11088,1,3,0.0,0,2018-04-13 13:06:28.27 UTC,6P3CZ5M6SQDLLVE332FD
2896996,13,11392,1,3,0.0,0,2018-03-23 01:40:36.83 UTC,ZA8Q63CDDTYMJ6OAP0LE
3556633,13,11492,1,3,0.0,0,2018-01-17 08:29:11.91 UTC,42CR275LORNV15KFJ9OA
3034864,5,11642,1,3,0.0,0,2018-05-03 17:35:05.88 UTC,726E4L4ZM69WIT5HIN2O
357038,20,11754,1,3,0.0,0,2018-02-06 14:40:53.32 UTC,MYPJEEZH9QXE2YSAIDQQ
4087193,13,12053,1,4,0.0,0,2018-03-08 07:04:16.68 UTC,4H6CT8HU3N3YHLGGOB5I
5891080,13,12076,1,4,0.0,0,2018-02-25 10:13:31.02 UTC,LCBMI429D6HWATPK44GY
6592738,21,12092,1,4,0.0,0,2018-01-04 02:06:26.92 UTC,IMH5ZNTP3Z61OOCWGPCB
6442927,5,12120,1,4,0.0,0,2018-04-05 14:04:36.54 UTC,I9BSP5TUVGZ6HSW2INZP
5412063,5,12300,1,4,0.0,0,2018-05-03 04:01:44.76 UTC,IS6H7R3R6HZG1FBAHH6Q
2622345,5,12580,1,4,0.2,0,2018-01-18 05:48:38.23 UTC,RXT9NRHNKG62OLO1QU7F
5708908,5,12693,1,4,0.0,0,2018-01-03 10:23:44.63 UTC,TCW48GOKTUXVTQD0TYZY
708059,21,12721,1,4,0.0,0,2018-04-24 03:55:49.41 UTC,4MBURTVB27H76CJUDXYA
3322839,5,12939,1,4,0.0,0,2018-04-20 21:47:55.24 UTC,H0A6M6MXWIMU6YVC1ZT4
3436068,21,13097,1,4,0.0,0,2018-05-05 06:35:54.78 UTC,MDIWKDI16Y04V8GNLCB4
2543350,21,13240,1,4,0.0,0,,TVCJRGD7XT8GIZQZTBZ8
267145,13,13266,1,4,0.2,0,2018-04-01 10:40:14 UTC,4SV3FRDL4RFGBLR2OPF0
6484548,21,13313,1,4,0.0,0,2018-04-06 02:26:29.22 UTC,EQHHXXUWXNK3T8IFK1KZ
6063557,13,13517,1,4,0.2,0,2018-01-30 06:41:48.21 UTC,0NJ91FE2GW8JR44EP9FU
3833152,13,13702,1,4,0.0,0,2018-05-08 05:30:39.78 UTC,GWIHFSFIEK19RA0DBQFT
5459554,21,13715,1,4,0.2,0,2018-02-18 15:21:41.58 UTC,KACYQU4J61OZMIUE1YRR
1354761,6,13840,1,4,0.0,0,2018-05-02 23:11:37.09 UTC,JQ2G5E7352GSKAG02MPJ
2664359,14,13915,1,4,0.0,0,2018-03-15 00:06:41.64 UTC,IL9AVK33LPZ44ZSYUE6J
1320773,14,14099,1,4,0.0,0,2018-03-20 22:06:53.05 UTC,TXI5D3U5SQH1TFRFZT0B
1167457,14,14248,1,4,0.1,0,2018-02-13 17:14:01.26 UTC,VIGMVW4KXNGM1LWWMC3G
3511204,6,14295,1,4,0.0,0,2018-03-27 23:34:46.65 UTC,4IOWKIIX4MR7SV1ICK0G
467592,14,14375,1,4,0.0,0,2018-04-08 21:49:16.66 UTC,OB75WD67JNLPQP43WXT1
3016065,14,14474,1,4,0.0,0,2018-02-15 18:57:42.39 UTC,GOLTKW6QRWIUQ1CKU7V7
1313847,22,15005,1,4,0.1,0,2018-02-24 18:47:15.35 UTC,NE3GFZM4KG9LU2JI9RKE
198921,14,15081,1,4,0.0,0,2018-03-17 00:56:43.29 UTC,A5HI9XCBYYE2FFDHJOR0
3714498,6,15137,1,4,0.0,0,2018-04-01 18:18:42.97 UTC,G9UXIIQHNU4QTE2CFPJS
317368,6,15388,1,4,0.0,0,2018-03-19 12:00:56.07 UTC,RSTMWN6VVA5XB1C5H025
4150769,14,15527,1,4,0.2,0,2018-04-29 09:06:20.14 UTC,K2XMN2207895T2N4O6XA
1360321,7,15811,1,5,0.0,0,2018-02-03 12:40:23.09 UTC,WY6WGIZ2J7XZ88U5RHS4
5449269,14,15820,1,5,0.2,0,2018-01-10 22:51:40.92 UTC,47AFSKF6WBVDDPI9P84Z
4327771,14,15833,1,5,0.0,0,2018-03-23 01:26:53.08 UTC,S8KL0TZB2KJ13ZZWB85R
6080659,7,16001,1,5,0.0,0,2018-01-01 12:38:58.45 UTC,QTP8HNYRGA09TE5XZA9A
6268993,22,16076,1,5,0.0,0,2018-02-24 18:35:30.3 UTC,X68QT89GWQS9R3J36CSG
2537866,22,16114,1,5,0.0,0,2018-01-02 19:54:41.71 UTC,X8KO3X1O6EPB5QID5DV4
670722,14,16130,1,5,0.1,0,2018-01-05 02:01:27.35 UTC,TW44UIWF19RYZSRE6AAM
3852513,14,16157,1,5,0.2,0,2018-03-31 01:34:05.08 UTC,DSXXU53XBWS82ZLK6SU7
6756403,22,16251,1,5,0.0,0,2018-04-13 07:41:04.05 UTC,CDVPSTT43AMUQO09L9Z7
4468961,7,16310,1,5,0.0,0,2018-02-22 12:03:36.24 UTC,U5TCTD9EKTXT9V3MA9N7
721285,22,16355,1,5,0.0,0,2018-01-27 09:05:47.67 UTC,GK8GJCI2P22BQ1MVTYGR
3267369,22,16576,1,5,0.1,0,2018-03-28 21:40:49.93 UTC,PZZNK88SE25LY34NM9XE
6558218,15,16676,1,5,0.0,0,2018-02-24 11:40:07.07 UTC,SRQ1HTM2OOILJE1A4JPC
4476914,7,16677,1,5,0.2,0,2018-05-05 23:51:37.95 UTC,T0E3EFA9YAP3C7PGLW69
1977818,7,17059,1,5,0.0,0,2018-02-22 10:08:51.19 UTC,4XWG65PDOOFPUZ0WP12T
4811250,23,17230,1,5,0.0,0,2018-01-26 17:19:08.33 UTC,4ESLQVXOKG1TLPGH14N7
5172044,15,17820,1,5,0.0,0,2018-03-23 04:37:03.74 UTC,0EWZFK578Q335MLC019A
6718207,15,18025,1,5,0.0,0,2018-02-28 15:43:09.72 UTC,J1W29LME6JLA1HE7SLA1
2913119,15,18141,1,5,0.0,0,2018-04-11 14:02:59.91 UTC,KKISJF5NG660QMTNJV84
5284666,15,18148,1,5,0.0,0,2018-01-19 19:58:35.2 UTC,7F3QQNUPFALB20SNWJED
5708224,23,18372,1,5,0.0,0,2018-02-24 19:39:34.79 UTC,6D33K45OM2QT2JGQE3GI
593156,23,18526,1,5,0.0,0,2018-04-02 11:38:06.06 UTC,O0WFA9AZ9U60BWETX9WW
1828064,15,18778,1,5,0.0,0,2018-02-21 00:32:08.79 UTC,IFSUWG9HTL175AAHN5AO
5453237,23,18964,1,5,0.0,0,2018-03-06 07:21:49.64 UTC,NRMOKVADXME2M07Q23IY
3335655,8,19008,1,5,0.1,0,2018-04-01 03:16:03.69 UTC,07C6I8BIOE9HN1L1LWL5
2507854,16,19014,1,5,0.0,0,2018-04-13 15:08:18.6 UTC,JM7UJDULWEZD32J8P7U6
4347178,8,19155,1,5,0.2,0,2018-02-25 02:40:29.32 UTC,BRY1011M8H4P0S0BN62O
4799794,8,19162,1,5,0.1,0,2018-03-07 07:27:23.06 UTC,R29HTPBK094WJI7CM0M9
2719888,23,19424,1,5,0.0,0,2018-04-27 22:20:17.19 UTC,6CBCOIHQSHSJ5IDX45YN
4444466,16,19464,1,5,0.1,0,2018-05-08 20:44:37.91 UTC,N8WRRU0METDMRGI0MINB
1340663,23,19610,1,5,0.1,0,2018-03-23 11:28:26.61 UTC,KQ5HDK4REK78WDZ08B5V
5110336,16,20139,1,6,0.0,0,2018-03-06 21:33:03.71 UTC,9W17FT87YO1IQ5Q3HI38
2574711,16,20150,1,6,0.0,0,2018-03-15 04:09:07.21 UTC,0KWI8LI3Z7MVY7VKK6TA
3558542,1,20198,1,6,0.0,0,2018-01-08 16:03:18.45 UTC,B7BVS1PCMRYV8LMBMUSZ
5828061,1,20286,1,6,0.0,0,2018-04-09 00:05:14.21 UTC,OZO9NT9N68S9YS9RM0KU
3726229,1,20378,1,6,0.1,0,2018-01-20 23:13:43.44 UTC,TORLE40Y6UF2MB5CK8TE
5998058,16,20450,1,6,0.0,0,2018-01-24 09:28:32.03 UTC,BUSRA776JRIHGRY0NE1O
5459513,8,20503,1,6,0.0,0,2018-04-22 10:18:57.5 UTC,GPEG1S3D6R6AVWGIS9JM
2628486,8,20556,1,6,0.0,0,2018-03-18 11:40:21.17 UTC,MX4JJ5ZRXEORE1FRR8IH
2877598,16,21054,1,6,0.0,0,2018-03-24 05:16:46.53 UTC,KPLHONJG7ZMHRHGKP72R
5757925,16,21140,1,6,0.0,0,2018-01-09 04:43:29.84 UTC,RZ3A1VIN3FM9DGYD9V3D
3625787,1,21238,1,6,0.0,0,2018-03-01 14:08:29.8 UTC,7I7HG2QXYQT8VT8106II
2976468,16,21353,1,6,0.0,0,2018-04-06 01:21:15.44 UTC,5P8FU02TXM92OV4XNTHZ
2113880,9,21482,1,6,0.0,0,2018-02-25 02:11:23.19 UTC,0T65ZVQ4T7VDTBRQ3YRI
946844,1,21534,1,6,0.0,0,2018-04-20 10:49:06.55 UTC,G11E4K9TQE3QZZ6IC3C6
4824415,9,21938,1,6,0.0,0,2018-01-29 08:02:10.12 UTC,LVQMICJ61HS97MNNIHSB
110171,9,22097,1,6,0.0,0,2018-02-25 21:52:04.05 UTC,V2XD620455269HNOXMAW
1700023,17,22113,1,6,0.0,0,2018-01-05 09:43:05.08 UTC,YHE4XQR7Z3UBLAPP52NS
6609467,1,22229,1,6,0.1,0,2018-02-24 16:08:06.57 UTC,0QHJUTN3Z92H8DAO6MAW
6484048,17,22246,1,6,0.0,0,2018-02-16 17:55:57.49 UTC,9W1P2SXLI0RZVM7OOW8E
2115952,1,22332,1,6,0.0,0,2018-05-05 06:06:34.72 UTC,FUH04YN4P0VM2L8T788W
1147241,9,22382,1,6,0.0,0,2018-03-16 19:39:38.13 UTC,P1Z87TDO9RSXHVOOXEX1
614950,9,22571,1,6,0.0,0,2018-02-12 07:58:54.71 UTC,NLCLYSW7AZNN8QCZRY8Y
5144502,9,22572,1,6,0.0,0,2018-01-05 08:41:47.71 UTC,LOOA0Y4OZW4DDKZZ2RN5
2073871,9,22688,1,6,0.0,0,2018-04-24 13:39:46.82 UTC,GXH1NCUEXML0234ECR6D
1443319,9,22799,1,6,0.1,0,2018-01-18 17:33:21.79 UTC,MNJZH28AOA2LL742BD8K
1661477,2,23111,1,6,0.1,0,2018-02-17 11:37:24.14 UTC,JKVZ66EHAGRJK2FHJEA7
510205,17,23144,1,6,0.0,0,2018-03-13 00:37:43.44 UTC,ZPJ7BFMLIQ3NWV5GKEVZ
6269173,9,23179,1,6,0.0,0,2018-03-18 00:39:06.97 UTC,IUT13FYU682HC8T1D30H
3621702,2,23226,1,6,0.0,0,2018-02-28 03:26:54.59 UTC,XL0P9YG1ZI783DQXRTMZ
3001722,9,23252,1,6,0.1,0,2018-01-12 03:59:11.33 UTC,T4RJVF4DEYYXZ4C2EWQE
217437,10,23300,1,6,0.2,0,2018-01-24 13:29:16.69 UTC,GL2JQJ7L7J3OBRKGW0NV
3182956,10,23378,1,6,0.0,0,2018-02-02 23:36:58.21 UTC,6HKVYBXJVNR29LYAN23V
5474513,17,23453,1,6,0.0,0,2018-02-25 19:28:00.27 UTC,881LA58JORVU7TZO0P21
5228185,10,23463,1,6,0.2,0,2018-01-04 18:15:16.9 UTC,N5X29HPVNR5EX3YBLTVW
758607,10,23582,1,6,0.0,0,2018-01-16 06:29:05.04 UTC,0Z7LNAMI4UWNM6L1MQ3O
206115,2,23597,1,6,0.0,0,2018-04-12 10:45:14.21 UTC,ZOG0USFA3CL7R3W9YT69
1421655,2,23606,1,6,0.0,0,2018-03-25 23:31:47.56 UTC,XK4JZ04I51PEUMFOFAVZ
2041700,10,23638,1,6,0.1,0,2018-01-14 12:53:02.31 UTC,1HIGHH5Q394KQO58YLCZ
5035010,2,23735,1,7,0.0,0,2018-01-05 03:16:23.06 UTC,0NVRYFZCPMTOUB8W2XNP
529623,10,23745,1,7,0.0,0,2018-05-09 21:48:20.63 UTC,7E1ABRHI37523UZIPOCH
1746574,2,23936,1,7,0.0,0,2018-05-01 12:32:47.8 UTC,6SG0ZJ8HRY85FKWLO5YY
4929785,10,24000,1,7,0.0,0,2018-01-05 07:52:02.69 UTC,8LNAH7HZML2FGXEYA2YS
2200683,18,24445,1,7,0.0,0,2018-04-18 10:13:00.42 UTC,F1I0W9GOPBY7U9JJ5QX5
119723,2,24571,1,7,0.0,0,2018-04-25 14:07:54.31 UTC,507Y789VB1A3F1JSMSD1
1266379,18,24810,1,7,0.0,0,2018-03-10 23:03:52.43 UTC,XPSEX9HDLJP7HIRP2126
3665229,10,24852,1,7,0.0,0,2018-02-04 16:56:47.02 UTC,JG9X97CJ2X0416MECUV2
5686961,18,25007,1,7,0.2,0,2018-03-15 19:25:44.21 UTC,NCYPC7Y763OC5VIK4EZZ
3332571,18,25008,1,7,0.0,0,2018-03-30 11:41:41.15 UTC,PG052877UXTYZLFOWE3J
6559413,18,25034,1,7,0.0,0,2018-03-08 02:39:37.9 UTC,G88AMQ5YEDAGY5T37ED9
629691,3,25089,1,7,0.0,0,2018-02-27 19:27:13.64 UTC,EIFRX9C8SX2IP9SGWDS9
6403339,10,25364,1,7,0.0,0,2018-01-20 15:08:32.5 UTC,U7N5ZS415SE1GZKZE4OJ
645164,3,25518,1,7,0.0,0,2018-04-08 22:58:35.57 UTC,GI7ZPV3W2R20QK4C12NP
702936,10,25735,1,7,0.0,0,2018-01-23 07:16:45.47 UTC,NP9WSPMX65JOAW303BMH
1992859,11,26367,1,7,0.0,0,2018-04-18 17:39:06.46 UTC,UCSRTV6RSPDURHRSSUC8
2482132,18,26455,1,7,0.0,0,2018-04-27 01:25:25.73 UTC,YZ3ZI29D6ZD4YM69O263
4839305,11,26728,1,7,0.0,0,2018-03-16 01:51:50.02 UTC,HEH1SUEMORGZQNNXEYM1
3290660,3,26850,1,7,0.0,0,2018-02-20 05:51:00.08 UTC,O4I6VFL6RJBCK2K7D0T5
3748500,19,26887,1,7,0.1,0,2018-04-29 15:46:15.06 UTC,A2TGTOP3ZMBRGV3U0G06
2081507,19,26904,1,7,0.0,0,2018-02-04 00:20:36.2 UTC,B4PT52ITNA8BTV0RHQZP
4052706,11,27226,1,7,0.0,0,2018-01-15 00:30:32.74 UTC,C6FAKMQOGFV2SIGG3TN0
2671174,4,27571,1,7,0.0,0,2018-05-04 17:34:37.44 UTC,JKMO8J2X6D22RUPEP187
2744261,4,27752,1,8,0.0,0,2018-04-08 23:26:20.29 UTC,UWDN0ZUK7CXPX4MN4D9Z
3199984,11,27753,1,8,0.0,0,2018-01-28 17:29:44.22 UTC,Y84RGYWM74EKV5R9Y8TY
1626385,4,27768,1,8,0.0,0,2018-01-17 03:28:57.85 UTC,031G8VJ4UISGR53CEHGA
5583411,19,27768,1,8,0.0,0,2018-01-21 09:50:12.32 UTC,O4YA05E9P555P6PF1GAV
5701578,4,27967,1,8,0.0,0,2018-02-27 06:04:22.39 UTC,JGFBZX7RRPQH4TV75UC8
6488097,19,28283,1,8,0.0,0,2018-04-14 17:23:57.35 UTC,QJXH9KO45371J4ZTK4KK
1624914,4,28357,1,8,0.0,0,2018-02-28 22:20:23.39 UTC,TOYKEY1SA4YO9ZQIVGBJ
3329731,4,28612,1,8,0.0,0,2018-03-29 04:36:32.18 UTC,7YALBJ865CB5H3GVYPP7
4394762,4,28652,1,8,0.1,0,2018-01-14 14:11:23.09 UTC,R9RZUMQ2IT4G82IT64XH
5184174,4,28674,1,8,0.0,0,2018-03-01 18:01:17 UTC,86PGS7RR02KPXBKYCFY1
5287763,19,28813,1,8,0.1,0,2018-04-23 06:19:04.22 UTC,IKDLIDXKMJ9CP2S820IE
6727376,12,28974,1,8,0.0,0,2018-04-01 13:32:08.78 UTC,TCDQYGYV36AJI3ACYQWB
5010003,12,29097,1,8,0.0,0,2018-02-14 10:46:43.27 UTC,LNUXORAOL1E3NB0SCV11
445189,19,29135,1,8,0.0,0,2018-01-24 10:52:37.26 UTC,SF6T6392K6AQ0O18AK1H
